Year,Allowed,New.Diagnoses.State.Rate,New.Diagnoses.Male.Rate,New.Diagnoses.Female.Rate,New.Diagnoses.Black.Rate,New.Diagnoses.Hispanic.Rate,New.Diagnoses.White.Rate,New.Diagnoses.American.Indian.Alaska.Native.Rate,New.Diagnoses.Multiple.Race.Rate,New.Diagnoses.Male.and.IDU.Cases,New.Diagnoses.Male.and.IDU.Percent,New.Diagnoses.Female.and.IDU.Cases,New.Diagnoses.Female.and.IDU.Percent,New.Diagnoses.IDU.and.Age.13.24.Cases,New.Diagnoses.IDU.and.Age.13.24.Percent,New.Diagnoses.IDU.and.Age.25.34.Cases,New.Diagnoses.IDU.and.Age.25.34.Percent,New.Diagnoses.IDU.and.Age.35.44.Cases,New.Diagnoses.IDU.and.Age.35.44.Percent,New.Diagnoses.IDU.and.Age.45.54.Cases,New.Diagnoses.IDU.and.Age.45.54.Percent,New.Diagnoses.IDU.and.Age.55..Cases,New.Diagnoses.IDU.and.Age.55..Percent,New.Diagnoses.IDU.and.American.Indian.Alaska.Native.Cases,New.Diagnoses.IDU.and.American.Indian.Alaska.Native.Percent,New.Diagnoses.IDU.and.Asian.Cases,New.Diagnoses.IDU.and.Asian.Percent,New.Diagnoses.IDU.and.Black.Cases,New.Diagnoses.IDU.and.Black.Percent,New.Diagnoses.IDU.and.Hispanic.Cases,New.Diagnoses.IDU.and.Hispanic.Percent,New.Diagnoses.IDU.and.White.Cases,New.Diagnoses.IDU.and.White.Percent,New.Diagnoses.IDU.Total.Cases,New.Diagnoses.MSM.IDU.Cases,New.Diagnoses.MSM.IDU.Percent,New.Diagnoses.MSM.IDU.and.Age.13.24.Cases,New.Diagnoses.MSM.IDU.and.Age.13.24.Percent,New.Diagnoses.MSM.IDU.and.Age.25.34.Cases,New.Diagnoses.MSM.IDU.and.Age.25.34.Percent,New.Diagnoses.MSM.IDU.and.Age.35.44.Cases,New.Diagnoses.MSM.IDU.and.Age.35.44.Percent,New.Diagnoses.MSM.IDU.and.Age.45.54.Cases,New.Diagnoses.MSM.IDU.and.Age.45.54.Percent,New.Diagnoses.MSM.IDU.and.Age.55..Cases,New.Diagnoses.MSM.IDU.and.Age.55..Percent,New.Diagnoses.MSM.IDU.and.American.Indian.Alaska.Native.Cases,New.Diagnoses.MSM.IDU.and.American.Indian.Alaska.Native.Percent,New.Diagnoses.MSM.IDU.and.Asian.Cases,New.Diagnoses.MSM.IDU.and.Asian.Percent,New.Diagnoses.MSM.IDU.and.Black.Cases,New.Diagnoses.MSM.IDU.and.Black.Percent,New.Diagnoses.MSM.IDU.and.Hispanic.Cases,New.Diagnoses.MSM.IDU.and.Hispanic.Percent,New.Diagnoses.MSM.IDU.and.White.Cases,New.Diagnoses.MSM.IDU.and.White.Percent
2009,No,4,7,1,0,4,4,0,7,2,4.4,2,50,0,0,0,0,3,20,0,0,1,33.3,0,-1,0,-1,0,-1,2,40,2,4.7,4,6,13.3,1,14.3,3,20,1,6.7,0,0,0,0,0,-1,0,-1,0,-1,0,0,6,14
2009,No,17,27,7,61,23,6,26,123,84,6,78,20.1,14,3.3,27,5.6,42,9.6,52,16.1,27,21.6,1,20,0,0,104,11.4,28,8.6,21,5,162,72,5.1,18,4.2,22,4.6,15,3.4,14,4.3,4,3.2,0,0,2,10.5,22,2.4,16,4.9,24,5.7
2009,No,9,14,4,40,19,5,0,44,14,3.9,14,13.6,4,3.6,5,3.8,12,10.4,3,4.3,4,10.5,0,-1,0,0,10,5.5,3,6.7,13,6,28,16,4.4,3,2.7,4,3.1,5,4.3,2,2.9,2,5.3,0,-1,0,0,3,1.6,0,0,12,5.6
2009,No,5,8,2,26,9,4,13,45,11,11,2,10,1,4.5,3,8.3,4,11.4,2,14.3,3,23.1,1,100,1,20,3,20,0,0,7,8.4,13,5,5,0,0,4,11.1,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,4,4.8
2009,No,7,10,3,34,16,3,0,41,5,4.5,4,10,0,0,3,6.4,2,5.7,3,11.5,1,7.1,0,-1,0,0,2,4.5,2,6.7,5,8.1,9,10,8.9,0,0,3,6.4,5,14.3,2,7.7,0,0,0,-1,0,0,2,4.5,2,6.7,6,9.7
2009,No,10,16,4,40,28,6,0,44,15,5.4,14,21.5,3,4.8,7,7,11,12.8,8,10.8,2,9.1,0,-1,0,0,14,13.2,1,4.5,14,6.9,29,14,5,4,6.3,7,7,3,3.5,0,0,0,0,0,-1,0,0,3,2.8,1,4.5,10,4.9
2009,No,32,45,21,79,53,9,23,55,73,9.2,72,18.3,15,5.4,32,8.9,31,12.8,49,21.9,18,20.9,0,0,0,0,114,12.8,9,13.6,20,9.6,145,40,5,7,2.5,12,3.3,11,4.5,7,3.1,3,3.5,0,0,0,0,23,2.6,3,4.5,14,6.7
2009,No,5,8,2,103,30,3,16,47,4,9.5,3,23.1,0,0,3,25,2,12.5,0,0,1,11.1,0,0,0,-1,0,0,2,50,4,11.1,7,4,9.5,2,20,0,0,1,6.3,0,0,0,0,0,0,0,-1,0,0,0,0,3,8.3
2009,No,37,51,24,97,41,8,8,195,125,10.8,93,15.6,10,3.1,28,7,57,12.7,95,22.8,27,16,0,0,0,0,162,12.4,10,8.1,37,17.2,218,38,3.3,8,2.5,10,2.5,10,2.2,9,2.2,3,1.8,0,0,0,0,25,1.9,3,2.4,6,2.8
2009,Yes,13,20,6,70,43,6,0,23,67,12.5,35,21.2,4,4.9,16,9.7,30,15.2,36,20.1,16,21.3,0,-1,2,13.3,34,15.4,36,19.1,29,11.1,102,27,5.1,5,6.1,11,6.7,5,2.5,6,3.4,1,1.3,0,-1,0,0,4,1.8,10,5.3,13,5
2009,No,10,16,4,46,13,3,0,30,24,3.7,28,17.5,5,2.2,7,3.4,18,10.1,14,10.3,9,15.3,0,-1,0,0,36,7,1,2.6,11,5,52,25,3.9,7,3.1,6,2.9,5,2.8,5,3.7,2,3.4,0,-1,0,0,13,2.5,0,0,9,4.1
2009,No,9,14,4,72,28,5,16,26,8,2.6,7,9.2,1,1.1,6,5.2,4,4.7,2,3.1,2,9.1,2,28.6,0,0,5,3.9,2,4.8,6,3.2,15,18,5.9,1,1.1,6,5.2,7,8.2,4,6.3,0,0,0,0,0,0,3,2.4,3,7.1,11,5.9
2009,No,21,31,12,45,36,5,0,137,15,4.3,16,11,5,3.6,5,3.9,8,7.9,9,10.2,5,12.5,0,-1,0,-1,22,5.7,3,15.8,4,5.5,31,13,3.7,2,1.4,3,2.3,3,3,3,3.4,1,2.5,0,-1,0,-1,8,2.1,1,5.3,4,5.5
2009,No,11,18,4,51,20,5,0,34,9,2.1,13,14.4,3,2.1,5,3.4,5,4.1,7,8.8,2,7.4,0,-1,0,0,13,4.7,2,7.1,6,3,22,23,5.3,5,3.5,9,6.1,5,4.1,2,2.5,1,3.7,0,-1,0,0,9,3.3,3,10.7,10,5.1
2009,No,4,7,1,0,14,4,4,9,2,6.7,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,-1,0,-1,0,0,2,7.7,2,3,10,0,0,1,7.1,0,0,2,40,0,0,0,0,0,-1,0,-1,1,33.3,2,7.7
2009,No,7,10,5,54,22,4,0,25,6,8.5,4,10.8,1,4.2,4,12.5,1,3.3,3,15.8,1,33.3,0,-1,0,0,2,6.3,4,18.2,5,10.4,10,3,4.2,0,0,2,6.3,0,0,1,5.3,0,0,0,-1,0,0,0,0,1,4.5,2,4.2
2009,No,17,28,6,63,22,10,23,25,16,5.2,9,15,2,3.1,7,5.5,5,6,8,11.4,2,8.7,0,0,1,5.3,7,7,3,2.8,12,9.4,25,21,6.8,3,4.7,6,4.7,6,7.1,3,4.3,3,13,1,20,1,5.3,1,1,6,5.6,12,9.4
2009,No,4,6,2,36,15,3,0,23,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2009,No,20,30,11,68,40,5,0,183,159,15.3,110,27.1,17,7.6,45,12.9,73,19.6,87,26.1,48,28.7,0,-1,2,9.5,144,22.5,75,17,29,12.7,269,38,3.7,6,2.7,11,3.2,9,2.4,10,3,2,1.2,0,-1,0,0,12,1.9,10,2.3,7,3.1
2009,Yes,10,17,4,32,12,6,15,28,10,7.5,9,31,2,9.1,6,13,4,8.7,4,13.3,4,22.2,2,9.5,0,-1,0,0,9,11.1,8,18.2,19,17,12.8,3,13.6,6,13,5,10.9,0,0,2,11.1,1,4.8,0,-1,0,0,11,13.6,4,9.1
2009,Yes,27,41,13,73,62,7,2,175,317,9.7,208,18.5,33,4.3,83,7.2,151,13,159,18.5,99,23.2,1,100,3,3.3,258,14.9,189,11.9,43,6.1,525,133,4.1,27,3.5,44,3.8,34,2.9,19,2.2,10,2.3,0,0,1,1.1,33,1.9,61,3.9,31,4.4
2009,No,21,32,11,64,28,7,8,103,58,4.8,46,11.1,5,1.5,15,4.2,30,7.6,40,10.3,15,10.3,0,0,0,0,75,7.2,6,4.5,18,4.9,104,33,2.8,9,2.8,8,2.2,7,1.8,6,1.6,2,1.4,0,0,0,0,15,1.4,3,2.3,13,3.6
2009,No,2,4,0,39,19,1,4,43,1,8.3,0,0,0,0,0,0,1,16.7,0,0,0,-1,1,100,0,-1,0,0,0,0,0,0,1,2,16.7,0,0,0,0,0,0,2,50,0,-1,0,0,0,-1,0,0,1,50,1,16.7
2009,No,11,18,5,46,26,5,0,59,29,3.5,29,13,6,2.2,12,4.3,13,5.2,17,9.9,10,12.5,0,-1,0,0,36,7.2,2,3.4,20,4.6,58,30,3.6,12,4.5,8,2.8,4,1.6,3,1.8,3,3.8,0,-1,0,0,9,1.8,4,6.8,17,3.9
2009,No,10,17,3,40,20,6,6,13,17,6.9,11,20.8,4,5.6,10,11.6,7,8.2,5,12.2,2,11.8,4,30.8,0,0,3,3.3,3,7.1,15,10.8,28,23,9.3,4,5.6,10,11.6,7,8.2,2,4.9,0,0,1,7.7,0,0,4,4.4,2,4.8,15,10.8
2009,No,8,14,2,27,16,7,8,12,14,6.2,10,38.5,3,10.3,5,5.9,7,10.4,8,16.3,2,9.5,0,0,1,12.5,2,14.3,4,8.3,17,9.9,24,36,16,5,17.2,11,12.9,10,14.9,8,16.3,2,9.5,0,0,0,0,2,14.3,3,6.3,27,15.8
2009,No,16,24,8,75,77,5,13,112,161,13,81,18.4,25,7.3,39,10,68,15.5,74,20.9,36,23.4,0,0,0,0,107,13.6,74,20.8,53,12.2,242,65,5.2,16,4.7,25,6.4,12,2.7,6,1.7,5,3.2,0,0,0,0,21,2.7,12,3.4,24,5.5
2009,No,14,22,6,54,54,6,0,22,12,12.6,6,22.2,2,8.3,1,4.5,6,16.7,7,25,3,25,0,-1,0,0,5,21.7,9,17.6,4,9.5,18,3,3.2,2,8.3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2,1,2.4
2009,No,20,32,9,51,29,7,0,61,29,4.9,17,9.7,3,1.6,9,4.7,9,5.2,16,10.7,9,12.3,0,-1,0,0,34,6.4,1,2.5,11,6.1,46,25,4.2,7,3.8,9,4.7,7,4.1,3,2,0,0,0,-1,0,0,13,2.5,3,7.5,8,4.5
2009,No,3,5,2,79,0,2,8,0,0,0,1,16.7,0,-1,0,0,0,0,1,12.5,0,0,1,25,0,-1,0,0,0,-1,0,0,1,3,18.8,0,-1,0,0,1,14.3,2,25,0,0,0,0,0,-1,0,0,0,-1,3,23.1
2009,No,18,27,9,70,27,7,7,72,30,4.3,24,9.8,6,2.9,8,3.3,11,4.8,19,11.7,11,11.6,0,0,0,0,34,5.9,2,4.3,13,4.7,54,16,2.3,4,2,5,2.1,3,1.3,2,1.2,2,2.1,0,0,0,0,6,1,1,2.2,9,3.3
2009,No,22,35,10,76,22,10,0,113,180,5.3,166,17.3,36,3.7,85,6.5,96,9,85,12.5,43,13.8,0,-1,2,5,132,7.7,112,7.6,84,9.1,346,146,4.3,29,3,48,3.7,38,3.6,26,3.8,5,1.6,0,-1,3,7.5,35,2,50,3.4,52,5.6
2009,No,6,10,1,51,13,4,0,21,4,3.7,2,14.3,0,0,3,7.1,1,2.9,1,5,1,11.1,0,-1,0,0,0,0,2,6.5,4,5.7,6,26,24.1,3,17.6,12,28.6,8,23.5,2,10,1,11.1,0,-1,0,0,0,0,6,19.4,16,22.9
2009,No,3,5,2,25,0,3,0,0,2,15.4,2,40,1,14.3,0,-1,0,0,1,50,1,33.3,0,-1,0,-1,0,0,0,-1,3,17.6,4,1,7.7,1,14.3,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,1,5.9
2009,No,15,25,7,48,23,6,5,52,37,4.7,23,10.3,2,0.8,6,2.5,13,5.5,27,13.4,11,11.7,0,0,0,0,42,6.9,2,2.1,12,4.9,60,26,3.3,4,1.7,6,2.5,9,3.8,5,2.5,2,2.1,0,0,0,0,12,2,1,1.1,11,4.5
2009,No,10,16,3,43,18,7,8,18,20,4.4,17,21.3,5,6,7,4.5,10,7.1,9,8.3,6,13.3,2,33.3,0,0,7,8.8,5,6,23,7.3,37,50,11.1,8,9.6,16,10.4,16,11.4,9,8.3,1,2.2,0,0,1,4.2,1,1.3,5,6,37,11.8
2009,No,5,8,2,42,12,4,0,27,8,12.7,2,10.5,1,9.1,3,13,2,8.3,1,6.3,3,37.5,0,-1,0,-1,4,18.2,1,50,5,9.1,10,2,3.2,0,0,1,4.3,0,0,0,0,1,12.5,0,-1,0,-1,0,0,0,0,2,3.6
2009,No,6,9,3,41,18,3,0,33,10,4.7,14,21.9,2,3.1,5,6.7,8,10.7,8,18.2,2,10.5,0,-1,0,0,9,8.7,2,5.3,12,10.4,24,10,4.7,1,1.5,2,2.7,3,4,3,6.8,0,0,0,-1,1,12.5,1,1,1,2.6,4,3.5
2009,No,5,8,1,0,10,4,11,0,3,17.6,0,0,0,0,2,33.3,0,0,1,33.3,0,0,1,100,0,-1,0,-1,1,33.3,1,6.3,3,2,11.8,0,0,1,16.7,0,0,1,33.3,0,0,0,0,0,-1,0,-1,0,0,2,12.5
2010,No,17,26,9,47,16,5,0,102,14,2.8,26,14.2,6,3.2,7,3.9,12,8.1,9,8.7,6,9.1,0,-1,0,-1,26,5.5,3,14.3,10,6.8,40,18,3.6,3,1.6,4,2.2,4,2.7,5,4.9,2,3,0,-1,0,-1,14,2.9,0,0,3,2
2010,No,6,8,4,22,17,4,13,4,1,4,2,20,0,0,0,0,1,10,2,20,0,0,1,10,0,0,0,0,0,0,2,14.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,No,12,21,3,29,15,9,18,16,33,6,17,23,4,4.1,11,5.7,10,6.3,19,16.1,5,9.1,3,8.3,0,0,8,14.3,20,9.5,17,5.7,50,47,8.6,8,8.2,16,8.3,18,11.4,4,3.4,1,1.8,5,13.9,0,0,1,1.8,16,7.6,24,8.1
2010,No,10,17,3,30,18,5,0,50,12,6.1,6,16.2,1,2,7,9.9,3,5.6,4,10,3,15,0,-1,0,-1,6,5.7,1,4.3,10,10.9,18,14,7.1,2,4.1,6,8.5,3,5.6,2,5,2,10,0,-1,0,-1,6,5.7,1,4.3,6,6.5
2010,No,17,31,4,56,20,13,10,34,246,5.3,126,20.3,32,3.4,75,4.7,97,7.3,110,11.1,57,13,2,14.3,8,3.2,99,9.7,107,5.1,135,8.1,372,286,6.1,46,4.9,105,6.6,62,4.6,52,5.3,21,4.8,1,7.1,11,4.4,40,3.9,87,4.1,126,7.5
2010,No,10,18,3,52,13,8,11,13,11,3,4,6.8,0,0,5,3.6,4,4.3,4,4.8,1,2.6,1,33.3,1,11.1,2,2.5,4,4.1,6,2.7,15,44,12.1,12,16.9,16,11.7,8,8.6,8,9.6,1,2.6,0,0,0,0,3,3.8,12,12.4,29,12.8
2010,No,13,19,7,52,29,6,0,28,37,13.1,28,24.6,1,1.9,15,16.3,14,12.7,23,25.6,12,23.5,0,-1,0,0,26,17.9,26,24.8,14,10.5,65,5,1.8,0,0,1,1.1,3,2.7,1,1.1,0,0,0,-1,0,0,1,0.7,1,1,2,1.5
2010,Yes,17,27,8,51,21,7,0,30,6,6.1,2,6.5,0,0,1,3.2,2,6.7,3,9.7,2,15.4,0,-1,0,0,6,7.7,1,9.1,1,2.7,8,3,3,1,4,2,6.5,0,0,0,0,0,0,0,-1,0,0,1,1.3,1,9.1,1,2.7
2010,No,154,235,84,244,128,51,82,298,40,6.9,36,15.3,5,3.3,12,5.6,17,9.3,29,16.2,14,15.6,0,0,0,0,67,10.7,5,8.5,2,2,76,29,5,10,6.5,8,3.7,8,4.4,3,1.7,1,1.1,0,0,0,0,17,2.7,3,5.1,7,7
2010,No,29,45,15,100,32,12,10,55,148,4.2,115,9.4,12,1.3,46,4.2,52,4.6,96,9.2,56,10.4,0,0,0,0,149,6.5,39,3.5,69,5.9,263,132,3.8,33,3.6,41,3.8,34,3,15,1.4,10,1.9,0,0,1,3.8,37,1.6,39,3.5,53,4.5
2010,No,34,53,16,81,31,10,0,122,81,4,73,11.1,13,2.1,27,3.7,36,6,46,9.6,32,13.7,0,-1,2,11.8,116,6.1,7,3.7,25,5.5,154,68,3.4,11,1.7,23,3.2,17,2.8,11,2.3,6,2.6,0,-1,0,0,29,1.5,12,6.4,21,4.6
2010,No,9,16,3,35,6,14,0,6,6,6.7,4,26.7,0,0,4,14.8,4,18.2,3,10,0,0,0,-1,3,10.7,0,0,0,0,3,7.9,10,2,2.2,1,6.7,1,3.7,0,0,0,0,0,0,0,-1,0,0,1,16.7,0,0,0,0
2010,No,4,5,2,45,3,3,14,12,3,8.8,2,18.2,1,16.7,0,0,2,12.5,2,16.7,0,0,0,0,0,-1,0,0,0,0,4,11.4,5,7,20.6,0,0,3,30,3,18.8,0,0,0,0,0,0,0,-1,0,0,0,0,6,17.1
2010,No,16,27,6,58,20,6,19,93,90,6.6,53,17,13,3.3,30,6,35,8.9,36,13.8,29,21.8,0,0,0,0,84,9.7,25,8.3,31,7.8,143,59,4.3,14,3.5,17,3.4,17,4.3,6,2.3,5,3.8,0,0,0,0,21,2.4,16,5.3,19,4.8
2010,No,9,15,4,47,16,5,0,35,13,3.3,14,14.3,2,1.7,3,2.2,9,7.4,10,13,2,6.7,0,-1,0,0,11,5.1,3,7,12,5.9,27,21,5.4,6,5,9,6.5,4,3.3,2,2.6,1,3.3,0,-1,0,0,6,2.8,2,4.7,12,5.9
2010,No,5,8,2,32,11,3,0,33,5,5.3,1,5.3,0,0,1,3.3,3,10.7,2,7.4,0,0,0,-1,0,0,1,4.8,0,0,5,7.1,6,12,12.8,3,14.3,2,6.7,4,14.3,2,7.4,0,0,0,-1,0,0,1,4.8,1,9.1,8,11.4
2010,No,6,10,2,31,9,3,0,33,2,1.7,1,5,0,0,2,4.2,1,3,0,0,0,0,0,-1,0,-1,0,0,0,0,3,4.7,3,10,8.6,3,11.5,2,4.2,3,9.1,2,8,0,0,0,-1,0,-1,1,2.4,2,10.5,4,6.3
2010,No,9,15,4,52,27,5,0,55,17,6.5,9,12.2,1,1.2,4,4.4,5,6.7,11,19.3,6,20.7,0,-1,0,0,13,9.4,1,4,8,5.3,26,9,3.4,2,2.4,2,2.2,2,2.7,3,5.3,0,0,0,-1,0,0,2,1.4,1,4,6,4
2010,No,30,44,17,71,25,10,13,55,63,8,51,15.8,11,3.8,25,7.9,24,10.9,35,17.3,18,22.8,1,33.3,0,0,85,10.4,5,13.2,21,9.3,114,40,5.1,8,2.7,12,3.8,11,5,7,3.5,1,1.3,0,0,0,0,23,2.8,1,2.6,15,6.7
2010,No,5,9,1,137,0,4,0,8,3,6.1,1,14.3,0,0,1,9.1,3,13.6,0,0,1,14.3,0,-1,0,0,2,13.3,0,-1,3,7.7,4,2,4.1,1,16.7,1,9.1,0,0,0,0,0,0,0,-1,0,0,1,6.7,0,-1,1,2.6
2010,No,38,53,23,96,37,8,17,151,106,8.7,81,13.9,7,2.1,22,5,37,8.7,87,20.3,34,18.6,0,0,1,6.3,145,11,5,3.7,26,11.5,187,42,3.4,13,3.9,7,1.6,10,2.4,9,2.1,3,1.6,0,0,0,0,23,1.7,7,5.2,6,2.7
2010,Yes,13,19,7,63,38,6,10,13,66,13,45,21.6,8,10.1,17,10.6,32,15.3,32,17.5,21,25.6,0,0,1,4.5,35,16.1,39,21.2,35,12.5,111,27,5.3,5,6.3,8,5,7,3.3,6,3.3,0,0,0,0,2,9.1,4,1.8,5,2.7,16,5.7
2010,No,9,15,4,41,15,4,2,24,24,3.9,34,22.7,5,2.5,13,5.9,10,6.5,20,14.5,11,19.6,0,0,1,25,40,8.8,3,6.7,9,3.9,58,15,2.4,5,2.5,5,2.3,2,1.3,3,2.2,1,1.8,0,0,0,0,7,1.5,0,0,6,2.6
2010,No,8,12,3,55,19,4,23,33,9,3.4,8,10.8,0,0,4,4.3,4,5.3,7,9.6,1,6.7,1,10,0,0,6,5.5,0,0,7,4.4,17,18,6.8,5,6.3,4,4.3,5,6.6,5,6.8,0,0,1,10,0,0,1,0.9,1,3,12,7.5
2010,No,19,30,9,42,16,4,0,160,16,4.7,15,13.2,2,1.6,5,4.1,12,12,11,14.5,2,6.1,0,-1,0,-1,25,6.9,1,10,5,7.9,31,18,5.2,5,4,9,7.3,2,2,1,1.3,1,3,0,-1,0,-1,10,2.8,1,10,4,6.3
2010,No,12,19,4,51,21,6,0,21,17,3.6,14,13.1,4,2.4,8,4.7,7,6.1,10,10.6,2,6.7,0,-1,0,0,19,6.7,0,0,12,5.1,31,21,4.5,4,2.4,8,4.7,6,5.2,1,1.1,1,3.3,0,-1,0,0,4,1.4,0,0,17,7.2
2010,No,2,4,1,0,5,2,2,7,0,0,1,33.3,1,20,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,1,5.9,1,1,5.9,0,0,1,20,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,1,5.9
2010,No,8,12,3,51,10,5,9,47,7,7.8,2,8,1,3.4,2,5.9,4,14.3,2,10.5,0,0,0,0,0,0,4,12.5,0,0,3,4.9,9,6,6.7,1,3.4,3,8.8,1,3.6,1,5.3,0,0,0,0,0,0,1,3.1,0,0,4,6.6
2010,No,17,28,6,60,20,11,5,21,15,4.8,6,9.7,4,4.9,3,2.7,7,7.3,5,9.3,2,5.7,0,0,0,0,8,7.8,2,1.9,12,8.9,21,24,7.6,4,4.9,7,6.3,9,9.4,2,3.7,3,8.6,0,0,2,9.1,5,4.9,5,4.8,10,7.4
2010,No,5,8,1,18,11,4,0,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2010,No,19,28,10,62,38,5,0,135,130,13,85,23,14,6,35,10.2,62,18.1,56,20.1,49,28,0,-1,3,18.8,106,18.4,65,13.9,26,12.1,215,38,3.8,8,3.4,11,3.2,6,1.8,9,3.2,3,1.7,0,-1,0,0,16,2.8,13,2.8,6,2.8
2010,Yes,9,15,2,30,11,4,17,16,6,4.7,4,19,2,7.4,0,0,3,10.3,2,8.7,2,14.3,1,4.2,0,0,2,22.2,5,6.3,2,6.3,10,12,9.4,2,7.4,4,7.3,3,10.3,1,4.3,2,14.3,3,12.5,0,0,1,11.1,3,3.8,4,12.5
2010,Yes,25,39,12,68,54,7,2,111,272,8.9,167,17,29,3.8,68,6.3,101,10.8,144,17.8,98,22.5,0,0,2,3.5,220,13.8,150,10.2,46,6.6,439,120,3.9,24,3.1,43,4,25,2.7,20,2.5,9,2.1,0,0,0,0,32,2,47,3.2,28,4
2010,No,18,29,9,57,22,6,3,52,52,4.7,40,11.3,5,1.5,15,4.2,26,8.6,30,10.1,16,10.1,0,0,0,0,62,6.6,8,6.4,18,5.4,92,33,3,5,1.5,11,3.1,7,2.3,7,2.4,3,1.9,0,0,0,0,18,1.9,3,2.4,11,3.3
2010,No,2,3,1,67,32,1,0,0,1,11.1,0,0,0,0,0,0,0,0,1,100,0,0,0,-1,0,0,1,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2010,No,10,18,4,41,22,5,5,45,18,2.2,24,14,4,1.5,8,3,10,4.5,13,7.7,6,10.7,0,0,0,0,20,4.4,4,7.3,17,4.1,42,31,3.8,7,2.6,11,4.1,7,3.2,5,3,1,1.8,0,0,0,0,8,1.8,3,5.5,20,4.8
2010,No,9,16,3,41,14,6,8,15,8,3.4,12,24.5,1,1.5,8,8.9,6,9.5,3,6.4,1,5.3,2,10.5,0,0,5,5.6,3,9.7,11,8.7,20,27,11.4,5,7.5,9,10,5,7.9,7,14.9,0,0,3,15.8,0,0,5,5.6,1,3.2,17,13.5
2010,No,8,14,2,29,15,6,8,15,9,4.2,6,21.4,0,0,4,6.5,5,9.1,4,9.1,3,9.7,2,66.7,0,0,0,0,2,4.3,9,5.7,15,23,10.7,4,8,6,9.7,6,10.9,3,6.8,3,9.7,0,0,0,0,0,0,3,6.4,16,10.1
