Year,Allowed,New.Diagnoses.State.Rate,New.Diagnoses.Male.Rate,New.Diagnoses.Female.Rate,New.Diagnoses.Black.Rate,New.Diagnoses.Hispanic.Rate,New.Diagnoses.White.Rate,New.Diagnoses.American.Indian.Alaska.Native.Rate,New.Diagnoses.Multiple.Race.Rate,New.Diagnoses.Male.and.IDU.Cases,New.Diagnoses.Male.and.IDU.Percent,New.Diagnoses.Female.and.IDU.Cases,New.Diagnoses.Female.and.IDU.Percent,New.Diagnoses.IDU.and.Age.13.24.Cases,New.Diagnoses.IDU.and.Age.13.24.Percent,New.Diagnoses.IDU.and.Age.25.34.Cases,New.Diagnoses.IDU.and.Age.25.34.Percent,New.Diagnoses.IDU.and.Age.35.44.Cases,New.Diagnoses.IDU.and.Age.35.44.Percent,New.Diagnoses.IDU.and.Age.45.54.Cases,New.Diagnoses.IDU.and.Age.45.54.Percent,New.Diagnoses.IDU.and.Age.55..Cases,New.Diagnoses.IDU.and.Age.55..Percent,New.Diagnoses.IDU.and.American.Indian.Alaska.Native.Cases,New.Diagnoses.IDU.and.American.Indian.Alaska.Native.Percent,New.Diagnoses.IDU.and.Asian.Cases,New.Diagnoses.IDU.and.Asian.Percent,New.Diagnoses.IDU.and.Black.Cases,New.Diagnoses.IDU.and.Black.Percent,New.Diagnoses.IDU.and.Hispanic.Cases,New.Diagnoses.IDU.and.Hispanic.Percent,New.Diagnoses.IDU.and.White.Cases,New.Diagnoses.IDU.and.White.Percent,New.Diagnoses.IDU.Total.Cases,New.Diagnoses.MSM.IDU.Cases,New.Diagnoses.MSM.IDU.Percent,New.Diagnoses.MSM.IDU.and.Age.13.24.Cases,New.Diagnoses.MSM.IDU.and.Age.13.24.Percent,New.Diagnoses.MSM.IDU.and.Age.25.34.Cases,New.Diagnoses.MSM.IDU.and.Age.25.34.Percent,New.Diagnoses.MSM.IDU.and.Age.35.44.Cases,New.Diagnoses.MSM.IDU.and.Age.35.44.Percent,New.Diagnoses.MSM.IDU.and.Age.45.54.Cases,New.Diagnoses.MSM.IDU.and.Age.45.54.Percent,New.Diagnoses.MSM.IDU.and.Age.55..Cases,New.Diagnoses.MSM.IDU.and.Age.55..Percent,New.Diagnoses.MSM.IDU.and.American.Indian.Alaska.Native.Cases,New.Diagnoses.MSM.IDU.and.American.Indian.Alaska.Native.Percent,New.Diagnoses.MSM.IDU.and.Asian.Cases,New.Diagnoses.MSM.IDU.and.Asian.Percent,New.Diagnoses.MSM.IDU.and.Black.Cases,New.Diagnoses.MSM.IDU.and.Black.Percent,New.Diagnoses.MSM.IDU.and.Hispanic.Cases,New.Diagnoses.MSM.IDU.and.Hispanic.Percent,New.Diagnoses.MSM.IDU.and.White.Cases,New.Diagnoses.MSM.IDU.and.White.Percent
2010,No,14,22,7,67,48,5,14,57,113,9.9,59,16.4,12,3.7,26,6.9,48,13.6,67,21,19,14.3,0,0,0,0,78,10.7,48,18.9,42,9.3,172,53,4.6,14,4.4,20,5.3,9,2.5,8,2.5,2,1.5,0,0,0,0,17,2.3,8,3.1,26,5.8
2010,No,13,21,6,61,32,7,0,25,9,9.9,7,26.9,1,6.3,1,4.5,5,12.8,6,22.2,4,30.8,0,-1,0,0,3,10.7,7,22.6,6,11.3,16,4,4.4,1,6.3,0,0,3,7.7,0,0,0,0,0,-1,0,0,1,3.6,0,0,3,5.7
2010,No,20,31,10,55,22,6,0,31,24,4.2,21,10.8,4,1.8,8,4.5,9,5.5,14,10.3,10,14.9,0,-1,0,0,33,5.7,3,7.9,8,5.6,45,21,3.6,8,3.5,3,1.7,6,3.7,4,2.9,0,0,0,-1,0,0,12,2.1,3,7.9,4,2.8
2010,No,5,6,4,162,13,2,10,0,1,5,2,16.7,0,0,2,18.2,0,0,0,0,1,100,1,20,0,-1,1,8.3,0,0,1,7.7,3,1,5,0,0,0,0,1,9.1,0,0,0,0,0,0,0,-1,0,0,0,0,1,7.7
2010,No,16,26,7,62,32,6,7,45,20,3,16,8.1,4,2,6,2.7,10,4.9,10,6.6,7,9.2,0,0,0,0,20,3.8,1,1.5,14,6,36,14,2.1,2,1,3,1.4,6,3,2,1.3,1,1.3,0,0,0,0,9,1.7,1,1.5,4,1.7
2010,No,22,35,10,75,22,9,2,106,170,4.9,158,16.1,34,3.2,86,6.5,87,8.3,90,12.2,32,10.5,0,0,3,5.9,135,7.8,93,6,82,9,328,174,5,34,3.2,55,4.2,41,3.9,36,4.9,8,2.6,0,0,0,0,39,2.2,56,3.6,63,6.9
2010,No,4,7,1,31,10,3,0,8,1,1.4,2,15.4,1,6.3,0,0,1,3.2,1,8.3,0,0,0,-1,0,0,0,0,1,4.2,2,4,3,17,24.3,3,18.8,6,30,6,19.4,2,16.7,0,0,0,-1,0,0,0,0,3,12.5,13,26
2010,No,4,7,1,22,28,3,0,31,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,-1,0,-1,0,0,0,0,1,6.3,0,1,5.6,0,0,0,0,0,0,1,14.3,0,0,0,-1,0,-1,0,0,0,0,1,6.3
2010,No,15,23,7,48,21,6,11,38,22,2.9,28,11.4,5,2,11,4,12,5,14,8.3,8,9.9,1,50,0,0,34,5.6,4,4,7,2.8,50,24,3.1,6,2.5,3,1.1,9,3.8,4,2.4,1,1.2,0,0,0,0,9,1.5,3,3,9,3.6
2010,Yes,10,17,2,37,20,7,10,14,25,5.3,14,20.6,4,5.4,4,2.5,12,7.8,13,12.4,6,13.3,2,28.6,3,11.5,2,2.9,8,7.6,23,7.4,39,32,6.8,10,13.5,11,6.7,5,3.3,4,3.8,2,4.4,0,0,1,3.8,2,2.9,7,6.7,21,6.8
2010,No,5,9,1,25,24,4,0,21,5,7.5,1,10,0,0,1,4.2,4,23.5,1,4.8,0,0,0,-1,0,-1,1,7.7,0,0,6,10.5,6,6,9,1,8.3,2,8.3,1,5.9,1,4.8,0,0,0,-1,0,-1,1,7.7,0,0,3,5.3
2010,No,5,9,2,41,13,2,3,21,8,3.9,6,13.6,1,1.4,6,9.5,3,5.2,2,4.9,3,15,0,0,0,0,5,4.5,3,9.7,7,7.4,14,10,4.8,2,2.9,3,4.8,3,5.2,0,0,0,0,0,0,0,0,3,2.7,1,3.2,6,6.3
2010,No,4,7,1,0,25,2,0,19,2,12.5,1,33.3,0,0,1,11.1,0,0,0,0,1,50,0,-1,0,-1,0,-1,1,11.1,1,11.1,3,1,6.3,0,0,1,11.1,0,0,0,0,0,0,0,-1,0,-1,0,-1,1,11.1,0,0
2011,No,17,27,8,47,17,6,0,67,12,2.3,15,9.3,3,1.5,6,2.9,8,6.6,6,5.4,5,10.2,0,-1,0,0,20,4.2,0,0,4,2.5,27,25,4.8,6,3,9,4.4,3,2.5,4,3.6,3,6.1,0,-1,0,0,11,2.3,1,4.3,11,7
2011,No,4,6,3,27,13,2,9,0,3,17.6,1,14.3,0,0,1,16.7,2,40,0,0,1,50,2,28.6,0,-1,0,0,1,25,1,14.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
2011,No,11,19,3,38,14,7,18,10,37,7.6,22,28.9,2,2.2,25,13.4,18,12.4,10,10.6,3,6.4,7,18.9,0,0,6,7.9,16,7.9,27,11.9,59,39,8,6,6.5,17,9.1,10,6.9,4,4.3,2,4.3,5,13.5,0,0,1,1.3,15,7.4,16,7.1
2011,No,10,16,4,37,11,5,0,34,6,3.1,5,10,1,1.4,3,4.2,3,6.4,4,12.5,2,9.1,0,-1,0,0,5,3.8,1,6.7,4,4.8,11,5,2.6,1,1.4,2,2.8,0,0,1,3.1,0,0,0,-1,0,0,2,1.5,0,0,3,3.6
2011,Yes,16,29,4,51,19,12,11,28,184,4.1,109,19.5,16,1.8,68,4.4,72,5.7,90,9.5,46,11.5,2,13.3,6,2.4,72,7.7,93,4.4,114,7.3,293,246,5.5,47,5.3,88,5.7,63,5,41,4.3,7,1.8,1,6.7,9,3.7,29,3.1,84,4,105,6.7
2011,No,9,15,2,30,14,6,15,9,8,2.5,11,23.4,1,1.6,5,4.2,3,3.4,6,8.3,4,13.8,0,0,0,0,4,8.3,6,5.4,9,4.6,19,42,13,7,11.1,20,16.9,9,10.3,2,2.8,3,10.3,0,0,1,16.7,2,4.2,14,12.6,24,12.4
2011,No,12,18,6,47,29,5,0,15,20,7.5,20,21.5,3,4.4,7,7.5,13,16.7,11,13.8,5,12.8,0,-1,1,25,13,9.8,14,12.7,12,11.3,40,8,3,3,4.4,1,1.1,2,2.6,0,0,1,2.6,0,-1,0,0,1,0.8,1,0.9,5,4.7
2011,Yes,15,24,7,43,22,6,0,48,4,4.6,4,15.4,1,4.5,0,0,3,14.3,1,5.6,3,15.8,0,-1,0,-1,3,4.5,0,0,4,13.3,8,3,3.4,0,0,1,3,0,0,0,0,2,10.5,0,-1,0,-1,1,1.5,0,0,2,6.7
2011,No,120,186,61,188,110,43,82,164,31,6.5,14,8,1,0.8,6,3.7,9,6,19,13.7,8,10,0,0,0,0,38,7.8,5,9.3,1,1.1,45,21,4.4,4,3.3,8,5,4,2.7,5,3.6,0,0,0,0,0,0,14,2.9,2,3.7,5,5.7
2011,No,29,44,14,92,30,13,7,40,99,2.8,93,8.1,10,1.2,43,3.7,39,3.8,61,6,39,6.7,0,0,1,2.3,89,4.1,31,2.9,67,5.3,192,101,2.9,21,2.5,39,3.4,16,1.5,16,1.6,9,1.6,0,0,1,2.3,24,1.1,33,3.1,41,3.2
2011,No,34,54,15,83,32,9,0,133,99,4.7,72,11.5,13,1.9,29,3.9,38,6.7,56,12,33,13.8,0,-1,0,0,126,6.4,13,6.6,25,6.1,171,57,2.7,13,1.9,18,2.4,15,2.7,7,1.5,4,1.7,0,-1,0,0,34,1.7,6,3,13,3.2
2011,No,7,12,2,43,6,11,0,6,6,8.5,1,8.3,0,0,2,8.7,1,4.5,1,4.5,3,27.3,0,-1,0,0,0,0,2,40,1,3.2,7,5,7,1,20,0,0,2,9.1,2,9.1,0,0,0,-1,2,12.5,0,0,1,20,1,3.2
2011,No,3,5,1,28,4,3,0,6,1,3.4,1,16.7,0,0,0,0,0,0,1,25,0,0,0,-1,0,-1,0,0,1,20,0,0,2,1,3.4,0,0,0,0,0,0,1,25,0,0,0,-1,0,-1,0,0,0,0,1,3.7
2011,No,15,26,6,54,21,5,19,110,65,4.9,54,16.9,9,2.3,22,4.9,30,8.5,35,11.6,24,17.3,1,33.3,1,3.4,70,8.6,20,6.3,23,6.3,119,66,5,18,4.5,23,5.1,13,3.7,9,3,3,2.2,0,0,0,0,24,3,15,4.7,22,6
2011,No,9,15,3,43,17,5,0,18,9,2.3,7,9.3,0,0,4,2.8,6,5.7,4,6.5,1,3.1,0,-1,0,0,8,4,2,4.2,6,2.9,16,21,5.4,5,4.1,7,4.9,4,3.8,3,4.8,2,6.3,0,-1,0,0,6,3,3,6.3,10,4.8
2011,No,5,8,2,31,15,3,0,27,1,1.1,2,10,1,3.7,1,3,0,0,1,4.8,0,0,0,-1,0,0,0,0,0,0,3,4.5,3,10,10.5,4,14.8,4,12.1,0,0,2,9.5,0,0,0,-1,0,0,0,0,1,6.3,9,13.4
2011,No,6,10,2,31,13,3,0,13,11,9.7,1,4.5,0,0,2,5.7,3,9.1,6,23.1,1,11.1,0,-1,0,0,4,9.8,5,18.5,3,5,12,6,5.3,1,3.1,2,5.7,0,0,2,7.7,0,0,0,-1,0,0,1,2.4,1,3.7,4,6.7
2011,No,9,15,2,38,25,5,0,38,9,3.4,10,22.2,1,1.4,4,4.9,7,11.5,5,7.2,3,12,0,-1,0,0,5,4.8,1,4.2,12,7.3,19,11,4.2,3,4.1,2,2.5,2,3.3,3,4.3,0,0,0,-1,0,0,2,1.9,1,4.2,8,4.9
2011,No,32,47,18,76,48,10,9,47,58,6.8,52,14.6,11,3.5,24,6.6,27,11.8,33,15.7,16,18.8,0,0,0,0,80,9,6,8,23,10.3,110,33,3.9,7,2.2,12,3.3,9,3.9,4,1.9,2,2.4,0,0,0,0,18,2,3,4,11,4.9
2011,No,4,7,2,138,16,3,0,0,3,7.7,3,30,0,0,2,18.2,1,11.1,3,14.3,0,0,0,-1,0,-1,2,12.5,1,50,3,9.7,6,1,2.6,0,0,0,0,0,0,1,4.8,0,0,0,-1,0,-1,0,0,0,0,1,3.2
2011,No,30,45,17,75,36,7,0,104,73,7,53,12.4,10,3.2,20,5.4,26,9.2,46,13.3,24,15.2,0,-1,0,0,93,8.9,7,5.2,18,9.1,126,28,2.7,7,2.2,9,2.5,7,2.5,5,1.4,1,0.6,0,-1,1,11.1,17,1.6,2,1.5,7,3.5
2011,Yes,13,19,7,68,35,6,0,31,62,12.2,41,20.9,5,5.3,20,11.8,29,14,33,20.2,16,21.9,0,-1,2,7.4,35,14.8,31,17.6,33,13.4,103,26,5.1,7,7.4,10,5.9,4,1.9,5,3.1,0,0,0,-1,0,0,3,1.3,3,1.7,19,7.7
2011,No,9,15,4,42,16,4,0,12,23,3.7,25,15.9,6,2.5,6,3,7,4.9,14,10.6,15,26.8,0,-1,1,8.3,30,6.4,2,4.1,14,6.2,48,18,2.9,1,0.4,5,2.5,5,3.5,7,5.3,0,0,0,-1,0,0,9,1.9,0,0,9,4
2011,No,7,10,3,53,14,4,7,26,2,0.9,6,7.8,0,0,3,3.3,1,1.3,4,7.4,1,5.6,0,0,0,0,4,3.6,0,0,2,1.5,8,10,4.5,1,1.8,3,3.3,4,5.1,1,1.9,0,0,0,0,0,0,2,1.8,0,0,8,5.8
2011,No,22,33,11,46,31,5,0,172,11,2.9,13,9.2,2,1.3,7,5,7,7.4,6,7.2,3,5.9,0,-1,0,0,18,4.5,1,5.3,3,3.8,24,9,2.3,3,1.9,3,2.1,1,1.1,3,3.6,0,0,0,-1,0,0,6,1.5,0,0,1,1.3
2011,No,11,19,3,47,24,5,0,12,15,3.3,11,14.5,3,2,3,2,4,4,11,12.4,5,13.2,0,-1,0,0,13,5,3,8.1,9,4.1,26,20,4.5,8,5.4,7,4.7,3,3,3,3.4,0,0,0,-1,0,0,8,3.1,0,0,10,4.6
2011,No,3,4,1,0,5,3,2,0,2,11.1,1,25,1,50,2,66.7,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,4,20,3,1,5.6,0,0,1,33.3,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,5
2011,No,5,9,1,19,10,4,18,45,1,1.4,1,10,0,0,1,3.1,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,2,4,5.8,2,16.7,1,3.1,1,6.7,0,0,0,0,0,0,0,0,1,8.3,1,8.3,2,4.4
2011,No,17,29,5,58,20,10,10,22,13,4,8,14.8,0,0,4,2.9,7,11.1,8,13.1,3,9.7,0,0,1,3.2,3,3,6,5.5,11,8.6,21,19,5.8,6,6.6,12,8.8,0,0,1,1.6,0,0,0,0,1,3.2,4,4,5,4.6,7,5.5
2011,No,4,6,1,35,11,3,0,9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2011,No,16,25,8,57,28,5,0,97,104,11.8,65,21.1,11,5.3,28,8.6,49,18.4,50,19.7,32,23.5,0,-1,2,18.2,87,16.4,49,14,20,8.9,169,29,3.3,3,1.4,12,3.7,7,2.6,6,2.4,2,1.5,0,-1,0,0,6,1.1,13,3.7,10,4.4
2011,Yes,8,14,2,23,10,4,15,20,10,8.5,7,35,1,4.3,6,13.3,6,16.2,3,15,1,8.3,3,14.3,0,0,2,28.6,9,12.3,3,9.7,17,11,9.4,2,8.7,4,8.9,4,10.8,1,5,0,0,2,9.5,0,0,0,0,6,8.2,1,3.2
2011,Yes,24,37,11,61,52,7,0,108,236,8,154,16.6,31,4,73,6.4,82,10,113,15.5,93,23,0,-1,3,4.1,182,12.6,139,9.6,46,6.6,390,111,3.8,31,4,31,2.7,20,2.4,17,2.3,12,3,0,-1,3,4.1,26,1.8,46,3.2,23,3.3
2011,No,18,29,8,56,19,6,13,81,54,4.8,45,13.3,5,1.4,16,4.7,22,7.4,31,9.9,25,15.9,0,0,0,0,69,7.3,8,7.3,19,6.1,99,30,2.7,5,1.4,6,1.8,7,2.3,5,1.6,7,4.5,0,0,0,0,17,1.8,2,1.8,9,2.9
2011,No,2,4,0,30,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0
2011,No,11,18,5,45,24,5,0,38,25,3,31,14,7,2.5,12,4.2,18,8,11,6.2,8,11.9,0,-1,0,0,24,4.8,7,11.1,22,5.2,56,29,3.5,7,2.5,9,3.1,8,3.5,5,2.8,1,1.5,0,-1,0,0,7,1.4,3,4.8,18,4.2
2011,No,10,17,4,42,12,7,7,18,17,6.6,16,28.6,1,1.2,7,8.4,10,13.2,9,18.4,6,24,6,35.3,0,0,4,4.3,2,6.9,15,9.9,33,23,8.9,5,6.2,7,8.4,5,6.6,4,8.2,1,4,0,0,0,0,5,5.4,0,0,17,11.3
2011,No,7,13,2,20,11,7,3,3,11,5.1,9,33.3,0,0,5,7.9,6,9.5,5,10.6,3,10.3,1,100,0,0,1,9.1,1,2.7,16,8.7,20,27,12.6,2,5.1,9,14.3,9,14.3,5,10.6,1,3.4,0,0,1,20,1,9.1,4,10.8,20,10.9
2011,No,13,21,6,68,38,5,0,38,92,8.5,54,17,15,4.9,27,8.4,38,11,44,15.8,22,15.1,0,-1,1,7.7,63,8.5,35,16.7,45,11.4,146,41,3.8,7,2.3,12,3.7,11,3.2,6,2.2,4,2.7,0,-1,0,0,12,1.6,14,6.7,12,3
2011,No,11,20,3,34,22,8,0,65,2,2.3,2,14.3,0,0,0,0,0,0,2,7.1,1,10,0,-1,0,0,1,6.3,0,0,2,3.8,4,5,5.7,0,0,1,3.3,1,4.5,2,7.1,1,10,0,-1,0,0,2,12.5,0,0,2,3.8
2011,No,19,30,9,52,27,5,7,57,17,3,20,11.4,3,1.4,7,3.7,8,5.4,12,10.7,8,10.4,0,0,0,-1,20,3.7,2,4.3,14,10.9,37,26,4.6,6,2.8,8,4.2,4,2.7,5,4.5,3,3.9,0,0,0,-1,18,3.3,1,2.1,7,5.4
2011,No,3,4,2,24,18,2,8,12,3,23.1,4,50,0,0,4,66.7,1,25,2,33.3,0,0,2,50,0,-1,1,50,2,66.7,1,9.1,7,2,15.4,0,0,1,16.7,0,0,1,16.7,0,0,2,50,0,-1,0,0,0,0,0,0
2011,No,16,25,7,57,21,7,0,58,17,2.7,16,7.9,3,1.4,12,5.7,9,4.4,4,2.5,5,9.3,0,-1,0,0,13,2.7,1,2.3,19,6.9,33,16,2.5,4,1.8,2,1,4,2,6,3.8,1,1.9,0,-1,0,0,8,1.6,0,0,7,2.5
2011,No,21,34,8,66,22,9,1,99,146,4.3,130,14.8,27,2.6,55,4.4,67,7,87,12.3,41,12.3,0,0,1,1.4,99,6.3,104,6.5,62,7.4,276,150,4.4,28,2.7,45,3.6,46,4.8,23,3.3,8,2.4,0,0,2,2.8,33,2.1,56,3.5,49,5.8
2011,No,5,8,2,30,10,4,0,11,5,5.6,4,23.5,0,0,3,9.7,1,3.8,3,15,2,28.6,0,-1,0,0,1,16.7,2,8,6,9.1,9,23,25.6,8,34.8,7,22.6,4,15.4,3,15,1,14.3,0,-1,0,0,0,0,7,28,15,22.7
2011,No,2,4,0,21,13,2,0,0,1,9.1,1,100,0,0,1,33.3,1,20,0,0,0,-1,0,-1,0,-1,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0
2011,No,14,22,6,42,21,5,0,35,23,3.2,16,8.3,1,0.5,6,2.3,11,6,16,9.2,7,9.2,0,-1,0,0,26,4.9,4,3.8,7,3.1,39,25,3.5,6,2.7,7,2.7,3,1.6,8,4.6,2,2.6,0,-1,0,0,14,2.6,4,3.8,5,2.2
2011,Yes,9,15,2,41,14,7,6,9,18,4.3,18,28.1,2,2.9,4,2.9,12,9.2,13,14.1,6,11.1,0,0,0,0,4,5,3,3.8,29,10.5,36,53,12.6,6,8.7,12,8.7,19,14.6,12,13,5,9.3,0,0,0,0,3,3.8,5,6.3,43,15.6
2011,No,6,9,3,39,45,4,0,20,11,15.9,4,19,2,11.1,5,25,4,17.4,3,14.3,0,0,0,-1,0,-1,4,19,4,50,5,8.6,15,5,7.2,0,0,4,20,1,4.3,0,0,0,0,0,-1,0,-1,0,0,0,0,5,8.6
2011,No,5,9,2,37,17,2,5,18,7,3.5,12,25.5,3,4.7,3,4.1,3,6.3,7,16.7,2,11.1,1,50,0,0,6,6,3,7.3,8,9,19,11,5.5,1,1.6,5,6.8,3,6.3,2,4.8,1,5.6,0,0,0,0,3,3,0,0,8,9
2011,No,3,6,1,25,5,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,7.7,0,0,1,50,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,9.1
2012,No,17,27,7,44,15,6,0,70,15,2.8,12,8.8,4,2,9,4.7,3,2.5,8,8,4,7.5,0,-1,0,0,17,3.8,1,5,9,5.5,27,17,3.2,4,2,5,2.6,4,3.3,3,3,1,1.9,0,-1,0,0,8,1.8,1,5,7,4.3
2012,No,5,6,3,20,9,3,8,7,1,5.3,1,11.1,0,0,1,20,0,0,0,0,1,50,1,16.7,0,0,0,0,0,0,1,10,2,1,5.3,0,0,0,0,0,0,1,11.1,0,0,0,0,0,0,0,0,1,33.3,0,0
2012,No,12,20,3,47,15,7,20,18,39,7.3,17,19.1,4,3.3,18,9.4,14,9.7,12,10.3,9,17,7,16.7,1,6.7,3,3.1,13,6,31,12.9,56,35,6.5,8,6.6,4,2.1,13,9,7,6,3,5.7,3,7.1,0,0,1,1,14,6.5,15,6.3
2012,No,10,17,4,34,14,5,6,33,6,2.9,6,13.3,2,2.8,4,5.2,2,4.8,4,9.1,0,0,0,0,0,-1,3,2.5,1,5.3,8,8.1,12,10,4.9,0,0,7,9.1,0,0,1,2.3,1,6.7,0,0,0,-1,3,2.5,1,5.3,5,5.1
2012,Yes,16,29,3,46,20,12,10,23,164,3.6,92,17,24,2.6,59,3.6,58,5.1,82,8.5,33,8.7,1,7.1,9,3,71,8.4,86,4,84,5.4,256,259,5.7,40,4.3,94,5.7,67,5.9,47,4.9,11,2.9,2,14.3,3,1,29,3.4,93,4.3,116,7.4
2012,Yes,9,15,3,36,14,6,18,9,7,2.2,9,16.4,1,1.4,5,3.9,4,4.1,7,11.1,0,0,1,20,0,0,1,1.7,6,5.2,8,4.3,16,39,12.2,9,12.3,14,10.9,11,11.3,4,6.3,0,0,1,20,0,0,2,3.4,8,7,27,14.6
2012,No,10,15,5,41,22,4,33,9,20,9.2,21,28.8,2,4.3,5,6.5,10,13.9,17,26.6,6,19.4,0,0,0,0,16,13.6,17,20,7,9.1,41,7,3.2,0,0,0,0,2,2.8,3,4.7,1,3.2,0,0,0,0,3,2.5,1,1.2,2,2.6
2012,Yes,18,27,10,56,16,7,0,37,6,6.1,4,10.3,0,0,1,2.6,2,6.9,3,13.6,4,26.7,0,-1,0,0,8,9.1,1,11.1,1,2.8,10,3,3,0,0,3,7.7,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,5.6
2012,No,106,161,57,162,98,40,79,249,21,5,22,13.3,6,4.8,8,4.7,11,9.2,12,12,7,10,0,0,0,0,39,9.3,2,4,0,0,43,12,2.9,3,2.4,4,2.4,1,0.8,3,3,1,1.4,0,0,0,0,7,1.7,1,2,4,4.8
2012,No,27,43,12,86,29,12,7,32,112,3.3,88,8.4,17,2.1,43,3.9,41,4.1,56,5.6,43,7.7,0,0,1,3.3,80,3.8,43,4,74,6.1,200,97,2.8,18,2.2,31,2.8,26,2.6,20,2,3,0.5,1,33.3,0,0,23,1.1,25,2.3,45,3.7
2012,No,33,52,14,79,28,9,16,117,79,3.8,62,10.4,14,2.1,23,3.1,34,6.2,46,9.4,24,10.7,1,33.3,1,6.7,103,5.4,6,3.3,26,6.3,141,54,2.6,12,1.8,19,2.6,10,1.8,11,2.3,2,0.9,0,0,0,0,26,1.4,6,3.3,19,4.6
2012,No,7,12,2,0,13,10,0,6,2,2.8,3,27.3,0,0,1,3.7,1,5.9,1,4.5,1,11.1,0,-1,0,0,0,-1,2,16.7,3,10.7,5,5,6.9,1,12.5,2,7.4,1,5.9,1,4.5,0,0,0,-1,0,0,0,-1,1,8.3,2,7.1
2012,No,3,5,1,27,4,3,0,6,1,3.1,2,33.3,0,0,1,10,0,0,2,28.6,0,0,0,-1,0,-1,0,0,0,0,3,10,3,8,25,2,28.6,2,20,3,42.9,0,0,1,14.3,0,-1,0,-1,0,0,1,20,6,20
2012,No,16,27,5,55,23,6,6,76,40,2.9,35,11.9,7,1.7,14,2.6,17,5.1,19,7.9,18,11,0,0,0,0,48,5.8,15,4.2,8,2,75,50,3.6,10,2.4,18,3.4,14,4.2,6,2.5,2,1.2,0,0,1,4.3,13,1.6,17,4.8,17,4.3
2012,No,9,15,3,49,17,4,0,24,12,3,11,12,5,3.3,1,0.7,6,6.3,6,8.5,5,14.3,0,-1,0,0,10,4.3,2,4,10,5.2,23,20,5,3,2,10,7.1,6,6.3,1,1.4,0,0,0,-1,1,25,2,0.9,1,2,14,7.3
