Year,Allowed,New.Diagnoses.State.Rate,New.Diagnoses.Male.Rate,New.Diagnoses.Female.Rate,New.Diagnoses.Black.Rate,New.Diagnoses.Hispanic.Rate,New.Diagnoses.White.Rate,New.Diagnoses.American.Indian.Alaska.Native.Rate,New.Diagnoses.Multiple.Race.Rate,New.Diagnoses.Male.and.IDU.Cases,New.Diagnoses.Male.and.IDU.Percent,New.Diagnoses.Female.and.IDU.Cases,New.Diagnoses.Female.and.IDU.Percent,New.Diagnoses.IDU.and.Age.13.24.Cases,New.Diagnoses.IDU.and.Age.13.24.Percent,New.Diagnoses.IDU.and.Age.25.34.Cases,New.Diagnoses.IDU.and.Age.25.34.Percent,New.Diagnoses.IDU.and.Age.35.44.Cases,New.Diagnoses.IDU.and.Age.35.44.Percent,New.Diagnoses.IDU.and.Age.45.54.Cases,New.Diagnoses.IDU.and.Age.45.54.Percent,New.Diagnoses.IDU.and.Age.55..Cases,New.Diagnoses.IDU.and.Age.55..Percent,New.Diagnoses.IDU.and.American.Indian.Alaska.Native.Cases,New.Diagnoses.IDU.and.American.Indian.Alaska.Native.Percent,New.Diagnoses.IDU.and.Asian.Cases,New.Diagnoses.IDU.and.Asian.Percent,New.Diagnoses.IDU.and.Black.Cases,New.Diagnoses.IDU.and.Black.Percent,New.Diagnoses.IDU.and.Hispanic.Cases,New.Diagnoses.IDU.and.Hispanic.Percent,New.Diagnoses.IDU.and.White.Cases,New.Diagnoses.IDU.and.White.Percent,New.Diagnoses.IDU.Total.Cases,New.Diagnoses.MSM.IDU.Cases,New.Diagnoses.MSM.IDU.Percent,New.Diagnoses.MSM.IDU.and.Age.13.24.Cases,New.Diagnoses.MSM.IDU.and.Age.13.24.Percent,New.Diagnoses.MSM.IDU.and.Age.25.34.Cases,New.Diagnoses.MSM.IDU.and.Age.25.34.Percent,New.Diagnoses.MSM.IDU.and.Age.35.44.Cases,New.Diagnoses.MSM.IDU.and.Age.35.44.Percent,New.Diagnoses.MSM.IDU.and.Age.45.54.Cases,New.Diagnoses.MSM.IDU.and.Age.45.54.Percent,New.Diagnoses.MSM.IDU.and.Age.55..Cases,New.Diagnoses.MSM.IDU.and.Age.55..Percent,New.Diagnoses.MSM.IDU.and.American.Indian.Alaska.Native.Cases,New.Diagnoses.MSM.IDU.and.American.Indian.Alaska.Native.Percent,New.Diagnoses.MSM.IDU.and.Asian.Cases,New.Diagnoses.MSM.IDU.and.Asian.Percent,New.Diagnoses.MSM.IDU.and.Black.Cases,New.Diagnoses.MSM.IDU.and.Black.Percent,New.Diagnoses.MSM.IDU.and.Hispanic.Cases,New.Diagnoses.MSM.IDU.and.Hispanic.Percent,New.Diagnoses.MSM.IDU.and.White.Cases,New.Diagnoses.MSM.IDU.and.White.Percent
2012,No,5,8,2,36,8,3,0,25,4,4.2,4,20,1,4.8,1,3.1,3,11.1,2,8.3,1,8.3,0,-1,0,0,3,12,0,0,5,6.9,8,13,13.5,4,19,4,12.5,2,7.4,3,12.5,0,0,0,-1,0,0,2,8,0,0,9,12.5
2012,No,7,11,2,35,12,4,0,20,3,2.4,3,11.1,0,0,0,0,2,6.9,2,7.4,1,6.3,0,-1,0,0,2,4.3,0,0,3,4.5,6,10,8,2,6.1,3,6.4,3,10.3,1,3.7,0,0,0,-1,0,0,2,4.3,1,3.7,6,9
2012,No,10,17,3,45,23,6,0,47,16,5.3,9,15.3,5,5.3,5,4.2,5,6.9,8,15.7,3,12,0,-1,0,0,8,6.3,1,4.5,16,8.4,25,13,4.3,4,4.3,5,4.2,3,4.2,0,0,1,4,0,-1,0,0,2,1.6,1,4.5,11,5.8
2012,No,27,39,16,66,27,8,9,31,48,6.7,48,15.5,7,2.6,18,6.4,19,9.6,36,18.6,15,17.2,0,0,0,0,73,9.5,3,7,19,9.7,96,24,3.3,4,1.5,7,2.5,6,3,4,2.1,3,3.4,0,0,0,0,15,1.9,2,4.7,7,3.6
2012,No,4,6,2,74,22,3,0,8,2,6.1,2,14.3,0,0,0,0,1,5.9,2,18.2,0,0,0,-1,0,0,2,22.2,1,33.3,1,3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2012,No,28,42,15,69,29,6,16,123,60,6.1,40,10.6,3,1,15,4.1,17,6,38,14.6,27,16.8,0,0,1,6.3,83,8.5,3,2.7,8,5,100,24,2.4,4,1.4,7,1.9,3,1.1,8,3.1,2,1.2,0,0,0,0,10,1,3,2.7,5,3.1
2012,Yes,12,19,6,61,36,6,20,19,46,8.9,42,22.6,5,5.2,15,7.7,19,11.9,33,19.8,16,19,0,0,1,3.8,25,11.4,34,18.2,28,11,88,25,4.8,5,5.2,7,3.6,7,4.4,4,2.4,2,2.4,0,0,1,3.8,3,1.4,6,3.2,14,5.5
2012,No,10,16,4,42,11,4,7,32,24,3.7,25,17,6,2.4,10,4.6,11,7.4,12,10.2,9,16.1,0,0,1,10,29,6.1,2,5.7,14,6,49,19,2.9,4,1.6,5,2.3,5,3.4,2,1.7,2,3.6,0,0,0,0,10,2.1,0,0,8,3.4
2012,No,7,11,3,53,23,4,18,18,9,3.6,8,12.5,0,0,4,3.6,7,10.3,6,10.5,1,5,3,37.5,0,0,4,3.5,1,2.4,8,5.9,17,14,5.6,2,3.6,3,2.7,4,5.9,3,5.3,1,5,1,12.5,0,0,1,0.9,2,4.9,9,6.7
2012,No,18,30,7,38,19,5,9,154,10,2.8,8,8.9,3,2.1,3,2.5,5,7.1,3,4.8,3,6.1,0,0,0,0,14,4.2,1,8.3,3,4.2,18,8,2.2,1,0.7,0,0,2,2.9,2,3.2,3,6.1,0,0,0,0,5,1.5,0,0,1,1.4
2012,No,11,18,3,49,18,5,0,21,14,3.1,9,11,5,3.3,5,3.1,2,2.2,8,9.4,3,8.1,0,-1,0,0,12,4.3,1,3.4,10,4.9,23,23,5.2,3,2,11,6.8,6,6.5,2,2.4,1,2.7,0,-1,0,0,6,2.2,1,3.4,14,6.8
2012,No,2,4,1,25,9,2,4,13,1,6.3,2,50,0,0,0,0,0,0,2,28.6,0,-1,0,0,0,-1,0,0,0,0,3,23.1,3,2,12.5,0,0,1,16.7,0,0,0,0,0,-1,1,50,0,-1,0,0,0,0,0,0
2012,No,6,10,2,37,9,3,9,31,2,2.8,1,8.3,0,0,1,4.2,1,4.2,1,7.1,0,0,0,0,0,0,0,0,0,0,3,7.3,3,8,11.3,1,6.7,2,8.3,1,4.2,1,7.1,2,33.3,0,0,0,0,2,8.3,0,0,6,14.6
2012,No,16,28,4,41,21,11,10,21,13,4.1,10,21.3,2,2.5,6,5.5,5,5.6,9,15.5,2,8,0,0,0,0,7,9.5,1,0.8,14,10.4,23,23,7.3,5,6.3,10,9.2,5,5.6,3,5.2,1,4,0,0,0,0,1,1.4,6,5.1,15,11.2
2012,No,4,7,2,57,10,3,0,34,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2012,No,17,27,9,58,32,5,0,101,93,9.7,72,21.8,13,5.4,34,9.5,38,13.4,49,17.8,31,23.5,0,-1,2,10,83,15.1,46,11.3,23,9.7,165,34,3.5,9,3.7,12,3.3,8,2.8,4,1.4,2,1.5,0,-1,1,5,10,1.8,13,3.2,8,3.4
2012,Yes,7,13,1,7,9,4,14,10,8,7.3,3,30,1,5,3,7.5,6,20,1,4.3,0,0,5,25,0,-1,0,0,6,8.7,0,0,11,14,12.8,1,5,4,10,6,20,2,8.7,0,0,3,15,0,-1,0,0,6,8.7,3,11.5
2012,Yes,22,35,9,56,47,7,6,114,209,7.4,118,14.9,27,3.7,56,5.1,75,10,76,11.6,93,24.5,0,0,4,5.5,152,11.5,116,8.6,31,4.8,327,116,4.1,15,2.1,41,3.7,23,3.1,25,3.8,13,3.4,0,0,2,2.7,23,1.7,48,3.6,34,5.3
2012,No,15,25,7,48,17,5,11,47,35,3.6,34,11.7,5,1.7,14,4.2,13,5.6,21,8.5,16,11.9,0,0,0,0,47,5.8,6,6.3,14,5.1,69,27,2.8,5,1.7,11,3.3,4,1.7,4,1.6,3,2.2,0,0,0,0,12,1.5,2,2.1,12,4.3
2012,No,2,2,2,64,8,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,16.7,0,0,0,0,0,0,1,100,0,0,0,-1,0,-1,0,0,1,100,0,0
2012,No,11,18,4,41,25,5,0,52,27,3.2,25,14.1,5,1.8,15,4.9,11,6.1,11,6.4,9,12,0,-1,0,0,25,5.4,5,7.5,17,4.1,52,37,4.4,10,3.6,11,3.6,7,3.9,7,4.1,2,2.7,0,-1,0,0,11,2.4,2,3,19,4.6
2012,No,9,15,3,30,13,7,6,13,12,5.1,15,31.3,3,4.3,8,8.2,9,19.1,6,12.5,1,4.3,1,7.1,1,20,4,6,3,9.4,17,11.4,27,21,8.9,5,7.1,7,7.2,1,2.1,4,8.3,3,13,0,0,0,0,2,3,2,6.3,14,9.4
2012,No,8,15,2,40,15,7,0,7,9,3.8,4,12.9,0,0,5,6.3,2,2.7,5,9.8,1,3.4,0,-1,0,0,1,4.5,2,4,8,4.4,13,25,10.5,5,14.7,5,6.3,10,13.3,3,5.9,1,3.4,0,-1,1,11.1,1,4.5,3,6,19,10.4
2012,No,13,21,6,69,37,5,20,33,84,7.8,71,19.8,8,2.5,32,8.8,42,14,46,15,27,18.1,0,0,0,0,68,8.9,43,20.1,43,10.9,155,39,3.6,6,1.9,13,3.6,12,4,7,2.3,2,1.3,1,33.3,0,0,11,1.4,11,5.1,16,4.1
2012,No,9,14,4,36,22,5,0,24,4,6.8,2,10.5,0,0,1,4,1,4.2,2,11.8,1,14.3,0,-1,0,0,2,11.8,2,8.7,1,2.9,6,3,5.1,0,0,1,4,2,8.3,0,0,0,0,0,-1,0,0,0,0,1,4.3,2,5.9
2012,No,18,28,8,46,19,6,7,23,15,2.8,18,11.3,4,1.9,6,3.2,5,4,8,7.3,9,12.9,0,0,0,0,21,4.3,2,5.9,8,4.8,33,24,4.4,6,2.9,8,4.3,3,2.4,3,2.8,4,5.7,0,0,0,0,9,1.8,2,5.9,13,7.8
2012,No,4,4,3,29,0,2,20,0,1,6.7,2,22.2,0,-1,1,33.3,1,14.3,1,7.7,0,0,2,20,0,-1,0,0,0,-1,1,9.1,3,1,6.7,0,-1,0,0,0,0,1,7.7,0,0,1,10,0,-1,0,0,0,-1,0,0
2012,No,16,25,7,57,22,7,7,67,21,3.2,12,6.1,7,3,10,4.3,6,3.8,8,5.6,3,3.6,0,0,0,0,11,2.2,1,2.1,21,7.7,33,15,2.3,2,0.8,7,3,4,2.5,2,1.4,1,1.2,0,0,0,0,3,0.6,1,2.1,11,4
2012,No,21,34,8,64,22,9,1,83,147,4.2,129,15.7,31,3,64,4.7,67,7.4,68,10.3,46,13.9,0,0,2,4.1,107,6.9,88,5.3,64,7.2,276,129,3.7,32,3.1,43,3.1,29,3.2,18,2.7,6,1.8,0,0,1,2,21,1.3,52,3.2,42,4.7
2012,No,6,9,2,38,10,4,23,14,2,2,4,18.2,0,0,3,7,2,8.3,0,0,1,7.7,0,0,0,0,0,0,1,3.8,4,5.3,6,18,18.2,3,17.6,6,14,4,16.7,5,20.8,0,0,1,20,1,50,0,0,3,11.5,12,16
2012,No,3,4,2,40,0,2,0,15,1,9.1,1,25,0,0,1,33.3,0,0,0,0,1,33.3,0,-1,0,0,0,0,0,-1,3,27.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0
2012,No,14,22,5,43,19,5,5,22,16,2.1,19,10,3,1.3,8,2.8,10,5.3,8,5.3,6,7.4,0,0,0,0,23,4.2,2,2,9,3.8,35,21,2.8,4,1.7,9,3.2,3,1.6,5,3.3,0,0,0,0,0,0,7,1.3,3,3,10,4.2
2012,Yes,9,15,3,44,12,6,7,16,17,4.1,13,15.9,4,5.1,9,5.7,10,7.8,5,5.7,3,7,2,40,2,7.1,3,3.4,3,4.6,16,5.8,30,44,10.7,9,11.5,22,14,8,6.2,5,5.7,1,2.3,0,0,1,3.6,4,4.5,4,6.2,32,11.6
2012,No,5,8,2,35,38,3,0,44,4,6.5,3,16.7,1,5.6,4,19,2,10,0,0,0,0,0,-1,0,-1,2,10.5,0,0,4,8.5,7,6,9.7,2,11.1,2,9.5,0,0,1,7.1,0,0,0,-1,0,-1,0,0,1,14.3,4,8.5
2012,No,5,7,2,33,14,2,0,13,8,4.6,7,16.7,1,1.9,2,3.4,3,7.1,5,11.6,3,15.8,0,-1,0,0,4,4.4,3,8.6,9,10.7,15,6,3.4,1,1.9,4,6.8,1,2.4,0,0,0,0,0,-1,0,0,2,2.2,0,0,3,3.6
2012,No,2,3,0,16,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0
2013,No,16,25,7,42,16,5,4,43,15,3,14,9.9,2,1.1,6,3.3,4,3.6,10,10.2,8,14,0,0,0,0,17,3.9,0,0,12,8,29,12,2.4,3,1.6,6,3.3,1,0.9,2,2,1,1.8,0,0,0,0,6,1.4,0,0,6,4
2013,No,4,5,2,25,6,2,5,3,0,0,1,16.7,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,1,12.5,1,1,5.9,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0
2013,No,13,23,3,51,16,8,21,20,46,7.6,19,21.8,6,4.1,17,7.5,23,14.3,11,10.5,8,14,9,20.9,0,0,6,5.5,25,10.2,24,8.7,65,42,6.9,6,4.1,13,5.7,11,6.8,8,7.6,4,7,2,4.7,0,0,4,3.7,14,5.7,20,7.2
2013,No,11,17,5,38,12,5,0,51,6,2.9,4,7.1,1,1.2,3,4,4,6.9,2,6.9,0,0,0,-1,0,0,3,2.2,0,0,5,5.4,10,6,2.9,1,1.2,3,4,1,1.7,0,0,0,0,0,-1,0,0,0,0,0,0,5,5.4
2013,Yes,15,27,3,44,18,11,9,22,165,3.9,90,17.6,24,2.8,58,3.8,52,4.9,77,9.3,45,10.7,2,16.7,8,2.8,61,7.5,78,3.9,96,6.8,255,204,4.9,36,4.2,76,4.9,55,5.2,25,3,12,2.9,0,0,4,1.4,26,3.2,71,3.6,94,6.6
2013,Yes,7,12,2,31,12,5,4,7,7,2.6,4,9.5,1,1.9,2,1.8,1,1.4,5,10,2,9.1,1,100,1,11.1,2,3.8,2,2.1,4,2.7,11,20,7.4,3,5.6,9,8,4,5.6,3,6,1,4.5,0,0,0,0,2,3.8,6,6.3,12,8.1
2013,No,11,18,4,44,23,5,0,8,25,9.6,9,13.4,1,1.5,4,4.8,5,7.8,17,23.9,9,20,0,-1,0,0,13,10.2,8,8.5,13,13,34,4,1.5,1,1.5,1,1.2,0,0,1,1.4,1,2.2,0,-1,0,0,1,0.8,3,3.2,0,0
2013,Yes,14,22,7,40,17,6,0,44,3,3.7,6,21.4,0,0,1,3.2,0,0,6,22.2,1,6.3,0,-1,0,-1,9,14.3,0,0,0,0,9,6,7.4,2,9.1,2,6.5,1,7.7,0,0,1,6.3,0,-1,0,-1,2,3.2,1,10,2,6.5
2013,No,88,141,40,136,81,38,0,68,16,4.3,20,16.8,6,6.6,7,4.1,7,7.5,10,11.4,6,12,0,-1,0,0,34,9.5,0,0,2,2.4,36,23,6.1,3,3.3,13,7.6,3,3.2,1,1.1,2,4,0,-1,0,0,8,2.2,4,9.3,8,9.8
2013,No,26,40,13,80,31,11,5,47,97,3,96,8.9,13,1.6,33,2.8,45,5,51,5.8,51,8.9,0,0,2,4.5,78,4,32,2.8,77,7.1,193,88,2.7,20,2.5,32,2.7,14,1.5,12,1.4,10,1.7,0,0,0,0,22,1.1,20,1.7,41,3.8
2013,No,28,47,11,67,28,8,0,77,58,3.1,38,8.2,8,1.4,19,2.7,20,4.7,28,6.6,20,11,0,-1,2,15.4,68,4.1,5,2.8,18,4.7,96,46,2.5,10,1.7,19,2.7,9,2.1,7,1.7,1,0.5,0,-1,0,0,22,1.3,3,1.7,16,4.2
2013,No,8,15,1,24,17,10,38,5,4,4.4,2,28.6,0,0,1,3.6,1,4.3,3,12.5,1,9.1,0,0,0,0,0,0,1,6.3,3,10.3,6,5,5.5,1,8.3,1,3.6,2,8.7,0,0,0,0,0,0,1,4.5,0,0,1,6.3,1,3.4
2013,No,2,4,0,26,3,2,7,0,3,13,0,0,0,0,1,12.5,0,0,1,14.3,0,0,0,0,0,-1,0,0,0,0,3,16.7,3,4,17.4,1,33.3,1,12.5,1,16.7,1,14.3,0,0,1,100,0,-1,0,0,0,0,3,16.7
2013,No,15,25,5,54,21,5,0,58,30,2.3,36,12.5,7,1.6,13,2.6,16,5.6,15,6.6,15,10.1,0,-1,0,0,36,4.5,14,4.2,13,3.5,66,48,3.6,13,2.9,22,4.5,8,2.8,4,1.7,2,1.4,0,-1,0,0,17,2.1,13,3.9,16,4.3
2013,No,9,15,3,48,18,4,8,19,12,3.1,10,11.4,4,2.6,3,2.1,4,5.3,6,8.6,5,14.3,0,0,0,0,8,3.5,2,3.8,11,6.4,22,13,3.4,4,2.6,3,2.1,4,5.3,3,4.3,0,0,0,0,0,0,5,2.2,1,1.9,5,2.9
2013,No,5,7,3,34,9,3,0,16,4,4.6,2,5.9,0,0,0,0,1,3.8,4,14.3,1,4.8,0,-1,0,0,1,4,1,10,4,5.4,6,4,4.6,0,0,1,3.4,3,11.5,0,0,0,0,0,-1,0,0,0,0,0,0,4,5.4
2013,No,6,11,2,35,14,3,0,22,5,4,2,8.7,0,0,1,2.8,2,4.9,3,13,1,6.3,0,-1,0,0,1,2.1,0,0,6,10.2,7,8,6.4,2,6.3,2,5.6,3,7.3,1,4.3,0,0,0,-1,0,0,1,2.1,3,9.7,4,6.8
2013,No,10,16,3,39,19,7,0,38,14,4.8,11,17.7,1,1.4,8,7.1,4,5,8,14,4,10.8,0,-1,0,0,7,6.3,0,0,16,7.8,25,14,4.8,2,2.9,4,3.5,5,6.3,2,3.5,0,0,0,-1,0,0,3,2.7,0,0,10,4.9
2013,No,30,46,14,69,28,10,0,55,57,6.7,37,13.1,11,3.6,19,5.8,19,8.2,28,16.8,17,16.8,0,-1,0,0,68,8.3,2,4.3,23,9.5,94,32,3.8,13,4.2,8,2.4,8,3.5,2,1.2,2,2,0,-1,0,0,22,2.7,1,2.1,7,2.9
2013,No,3,5,1,80,14,2,0,8,4,15.4,2,33.3,0,0,3,50,1,9.1,0,0,0,0,0,-1,0,-1,2,20,0,0,3,15.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0
2013,No,27,40,15,68,24,6,0,85,49,5.2,37,9.8,6,2.3,16,4.1,16,5.9,31,13.2,17,9.8,0,-1,0,0,58,6,2,2.1,17,9.8,86,31,3.3,6,2.3,8,2.1,4,1.5,8,3.4,5,2.9,0,-1,0,0,20,2.1,0,0,9,5.2
2013,Yes,12,19,6,51,38,6,10,11,49,9.6,40,22.2,9,9.1,15,8.4,20,15.2,28,14.7,17,19.3,1,100,1,5,32,17.1,31,15,24,9,89,19,3.7,1,1,9,5,3,2.3,3,1.6,3,3.4,0,0,0,0,1,0.5,4,1.9,14,5.2
2013,No,9,15,3,42,11,3,0,17,25,4,27,20.9,7,3.2,16,7.3,10,8.2,10,8,11,16.4,0,-1,3,30,27,5.6,4,10.8,18,8.7,52,20,3.2,5,2.3,10,4.6,1,0.8,4,3.2,1,1.5,0,-1,0,0,9,1.9,2,5.4,7,3.4
2013,No,7,10,3,53,16,4,11,14,6,2.6,6,7.9,2,3.9,5,5.1,3,5.9,1,1.4,1,2.7,2,40,0,0,3,2.6,1,3.3,7,4.9,12,14,6.1,4,7.8,3,3,6,11.8,1,1.4,0,0,0,0,0,0,1,0.9,0,0,10,6.9
2013,No,19,31,9,41,19,5,0,153,9,2.5,7,6.3,1,0.6,4,3.1,4,4.5,5,8.9,2,4.2,0,-1,0,0,12,3.3,0,0,1,1.4,16,6,1.6,2,1.3,2,1.6,1,1.1,1,1.8,0,0,0,-1,0,0,3,0.8,0,0,2,2.7
2013,No,9,16,3,42,14,5,0,16,17,4.4,14,18.4,4,2.9,7,5.3,10,11.2,6,8.6,5,13.5,0,-1,0,0,14,5.9,5,21.7,12,6.5,31,16,4.1,4,2.9,4,3.1,4,4.5,3,4.3,0,0,0,-1,0,0,3,1.3,1,4.3,11,5.9
2013,No,3,5,1,25,4,2,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
2013,No,5,8,2,35,10,3,0,6,1,1.6,2,12.5,0,0,1,5,1,4.5,0,0,1,33.3,0,-1,0,0,0,0,0,0,3,7.3,3,5,7.9,0,0,0,0,1,4.5,3,18.8,0,0,0,-1,0,0,0,0,0,0,4,9.8
2013,Yes,19,33,5,53,24,13,5,31,14,3.7,8,14.3,1,1,4,2.6,3,3.9,8,11.4,7,21.9,0,0,0,0,4,4,5,3.6,12,7.2,22,33,8.7,7,7,14,9,8,10.4,1,1.4,3,9.4,0,0,0,0,1,1,4,2.9,25,15.1
2013,No,3,5,1,16,13,2,0,17,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2013,Yes,16,25,8,53,29,5,0,77,102,11.4,56,18.5,10,5,28,8.6,31,12.4,47,19.3,42,24.4,0,-1,1,6.7,83,16.5,50,12.9,20,8.8,158,30,3.4,7,3.5,9,2.8,9,3.6,4,1.6,1,0.6,0,-1,0,0,7,1.4,12,3.1,9,4
2013,Yes,8,15,2,16,10,5,15,15,7,5.6,5,27.8,2,5.9,1,2.2,6,19.4,2,9.5,0,0,2,9.5,0,0,0,0,5,6.3,4,11.8,12,15,11.9,3,8.8,5,11.1,5,16.1,1,4.8,1,7.7,1,4.8,0,0,1,20,6,7.6,5,14.7
2013,Yes,20,33,8,47,45,6,0,125,152,5.8,97,14.3,18,2.6,46,4.4,57,8.6,68,12.4,60,17.2,0,-1,5,7.1,104,9.3,101,7.8,24,4.4,249,101,3.9,23,3.3,44,4.2,18,2.7,13,2.4,3,0.9,0,-1,2,2.9,19,1.7,43,3.3,30,5.5
2013,No,16,26,6,47,20,6,7,36,44,4.2,34,13,4,1.2,15,4.5,17,6.3,20,8.4,22,16.5,1,16.7,0,0,48,5.9,5,4.2,22,7.1,78,45,4.3,9,2.8,18,5.4,9,3.3,6,2.5,2,1.5,0,0,0,0,16,2,5,4.2,21,6.8
2013,No,3,5,1,72,14,2,4,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,6.7,1,33.3,0,0,0,0,0,-1,0,0,0,0,0,-1,1,14.3,0,0,0,0
2013,No,11,18,4,43,25,5,5,40,29,3.4,32,17.5,6,2,19,6.6,10,5.2,16,9.8,10,10.3,0,0,0,0,24,4.9,1,1.5,33,7.7,61,26,3,11,3.7,6,2.1,4,2.1,3,1.8,1,1,0,0,0,0,5,1,2,2.9,14,3.3
2013,No,11,18,3,43,9,7,11,13,16,5.6,16,33.3,1,1.3,6,6.1,8,11.9,13,21,4,15.4,5,18.5,0,0,6,6.2,1,4.3,19,11.9,32,19,6.7,5,6.4,7,7.1,2,3,3,4.8,1,3.8,1,3.7,0,0,1,1,0,0,17,10.7
2013,No,7,12,2,36,14,6,3,1,8,4,8,27.6,1,3,4,6.7,4,6.5,7,11.9,0,0,1,100,0,0,1,5,2,4.3,12,7.9,16,23,11.4,9,27.3,4,6.7,4,6.5,5,8.5,1,6.3,0,0,0,0,2,10,1,2.1,20,13.2
2013,No,12,20,5,63,28,4,20,42,74,7.1,37,13.5,11,3.8,25,7,18,7.5,37,13.5,19,11.9,0,0,1,4,42,6,24,14.1,42,11.3,111,34,3.2,9,3.1,2,0.6,9,3.8,8,2.9,7,4.4,0,0,2,8,13,1.8,8,4.7,10,2.7
2013,Yes,9,14,4,29,19,6,28,15,2,3.2,6,35.3,0,0,4,16,0,0,1,7.7,2,15.4,0,0,0,-1,1,7.1,3,15,4,9.5,8,3,4.8,1,6.7,1,4,0,0,0,0,1,7.7,0,0,0,-1,0,0,1,5,2,4.8
2013,No,18,28,8,46,23,6,0,51,21,3.9,21,12.4,3,1.6,8,4.3,13,9.4,12,10,7,9.3,0,-1,0,0,21,4.3,4,9.8,14,8.6,42,17,3.1,7,3.7,6,3.2,3,2.2,2,1.7,0,0,0,-1,0,0,6,1.2,0,0,11,6.7
2013,No,5,6,3,35,15,2,22,11,4,18.2,3,30,1,33.3,3,37.5,1,11.1,2,22.2,0,0,2,18.2,0,0,1,25,0,0,4,33.3,7,1,4.5,0,0,1,12.5,0,0,0,0,0,0,1,9.1,0,0,0,0,0,0,0,0
2013,No,14,24,5,52,19,6,0,59,11,1.7,10,6.7,2,1,4,1.7,5,3.6,5,3.9,6,8.2,0,-1,1,16.7,7,1.5,1,2.4,12,4.9,21,18,2.8,5,2.5,6,2.5,3,2.2,4,3.1,1,1.4,0,-1,0,0,7,1.5,1,2.4,8,3.2
