Year,Allowed,New.Diagnoses.State.Rate,New.Diagnoses.Male.Rate,New.Diagnoses.Female.Rate,New.Diagnoses.Black.Rate,New.Diagnoses.Hispanic.Rate,New.Diagnoses.White.Rate,New.Diagnoses.American.Indian.Alaska.Native.Rate,New.Diagnoses.Multiple.Race.Rate,New.Diagnoses.Male.and.IDU.Cases,New.Diagnoses.Male.and.IDU.Percent,New.Diagnoses.Female.and.IDU.Cases,New.Diagnoses.Female.and.IDU.Percent,New.Diagnoses.IDU.and.Age.13.24.Cases,New.Diagnoses.IDU.and.Age.13.24.Percent,New.Diagnoses.IDU.and.Age.25.34.Cases,New.Diagnoses.IDU.and.Age.25.34.Percent,New.Diagnoses.IDU.and.Age.35.44.Cases,New.Diagnoses.IDU.and.Age.35.44.Percent,New.Diagnoses.IDU.and.Age.45.54.Cases,New.Diagnoses.IDU.and.Age.45.54.Percent,New.Diagnoses.IDU.and.Age.55..Cases,New.Diagnoses.IDU.and.Age.55..Percent,New.Diagnoses.IDU.and.American.Indian.Alaska.Native.Cases,New.Diagnoses.IDU.and.American.Indian.Alaska.Native.Percent,New.Diagnoses.IDU.and.Asian.Cases,New.Diagnoses.IDU.and.Asian.Percent,New.Diagnoses.IDU.and.Black.Cases,New.Diagnoses.IDU.and.Black.Percent,New.Diagnoses.IDU.and.Hispanic.Cases,New.Diagnoses.IDU.and.Hispanic.Percent,New.Diagnoses.IDU.and.White.Cases,New.Diagnoses.IDU.and.White.Percent,New.Diagnoses.IDU.Total.Cases,New.Diagnoses.MSM.IDU.Cases,New.Diagnoses.MSM.IDU.Percent,New.Diagnoses.MSM.IDU.and.Age.13.24.Cases,New.Diagnoses.MSM.IDU.and.Age.13.24.Percent,New.Diagnoses.MSM.IDU.and.Age.25.34.Cases,New.Diagnoses.MSM.IDU.and.Age.25.34.Percent,New.Diagnoses.MSM.IDU.and.Age.35.44.Cases,New.Diagnoses.MSM.IDU.and.Age.35.44.Percent,New.Diagnoses.MSM.IDU.and.Age.45.54.Cases,New.Diagnoses.MSM.IDU.and.Age.45.54.Percent,New.Diagnoses.MSM.IDU.and.Age.55..Cases,New.Diagnoses.MSM.IDU.and.Age.55..Percent,New.Diagnoses.MSM.IDU.and.American.Indian.Alaska.Native.Cases,New.Diagnoses.MSM.IDU.and.American.Indian.Alaska.Native.Percent,New.Diagnoses.MSM.IDU.and.Asian.Cases,New.Diagnoses.MSM.IDU.and.Asian.Percent,New.Diagnoses.MSM.IDU.and.Black.Cases,New.Diagnoses.MSM.IDU.and.Black.Percent,New.Diagnoses.MSM.IDU.and.Hispanic.Cases,New.Diagnoses.MSM.IDU.and.Hispanic.Percent,New.Diagnoses.MSM.IDU.and.White.Cases,New.Diagnoses.MSM.IDU.and.White.Percent
2013,No,20,34,7,64,21,9,1,64,130,3.7,90,11.2,23,2.2,65,4.5,52,6,48,7.4,32,9.7,0,0,2,2.7,71,4.5,80,5,58,6.4,220,147,4.2,23,2.2,58,4,37,4.3,17,2.6,12,3.6,0,0,0,0,30,1.9,51,3.2,63,6.9
2013,No,5,8,1,46,8,4,0,16,3,3.2,3,21.4,1,5.3,2,4.5,1,4.3,1,6.7,0,0,0,-1,0,0,0,0,1,4.8,5,7.4,6,16,17,4,21.1,10,22.7,2,8.7,0,0,0,0,0,-1,0,0,1,10,2,9.5,12,17.6
2013,No,2,4,0,56,0,2,0,14,2,18.2,1,100,0,0,1,20,1,33.3,0,0,0,-1,0,-1,0,-1,1,33.3,0,-1,1,12.5,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0
2013,No,14,23,5,43,17,6,0,24,18,2.3,13,7,1,0.4,6,2.2,6,3.4,10,6,8,8.1,0,-1,0,0,19,3.4,2,2.2,9,3.4,31,23,3,7,2.8,6,2.2,5,2.9,3,1.8,2,2,0,-1,0,0,6,1.1,3,3.3,12,4.6
2013,Yes,8,13,2,41,13,6,5,8,16,4.3,11,15.9,4,5.4,7,5.2,9,7.3,5,6.1,2,6.9,1,25,1,4.3,4,4.8,6,7.7,16,6.8,27,35,9.4,5,6.8,12,8.9,8,6.5,10,12.2,1,3.4,1,25,0,0,3,3.6,8,10.3,22,9.3
2013,No,5,8,2,28,31,3,0,37,9,15,7,50,1,11.1,4,16,2,16.7,4,22.2,4,40,0,-1,0,-1,5,33.3,1,16.7,7,14.9,16,2,3.3,1,11.1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,2.1
2013,No,5,9,2,35,15,2,5,8,7,3.4,6,16.2,1,1.9,4,5.4,2,4.7,3,7.1,4,12.5,0,0,0,0,6,6.3,3,7.9,2,2.1,13,6,2.9,0,0,1,1.4,4,9.3,1,2.4,0,0,0,0,0,0,3,3.1,1,2.6,2,2.1
2013,No,3,6,1,13,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0
2014,No,17,28,6,45,16,6,0,49,16,2.9,11,8.6,4,1.9,5,2.3,10,8.8,4,5.2,5,9.6,0,-1,0,0,17,3.6,0,0,7,4.6,27,14,2.6,6,2.9,3,1.4,2,1.8,3,3.9,0,0,0,-1,0,0,6,1.3,0,0,7,4.6
2014,No,6,10,3,35,8,4,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,3.2,1,14.3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
2014,No,13,23,4,60,18,8,24,13,39,6.2,24,21.4,5,2.9,24,9.9,18,10.9,11,10.3,4,6.8,7,13.7,0,0,5,3.8,21,7.7,30,11.3,63,45,7.1,10,5.8,19,7.8,7,4.2,6,5.6,3,5.1,4,7.8,0,0,6,4.6,9,3.3,26,9.8
2014,No,12,22,4,40,17,6,0,65,9,3.5,10,21.7,2,1.9,3,3.8,5,9.8,8,14.8,2,10.5,0,-1,0,-1,4,2.8,3,12,13,11.3,19,10,3.8,2,1.9,3,3.8,3,5.9,1,1.9,1,5.3,0,-1,0,-1,1,0.7,1,4,7,6.1
2014,Yes,16,29,4,44,20,11,8,22,169,3.7,101,17.1,27,2.8,64,3.6,63,5.7,65,7.7,52,11.8,2,18.2,5,1.4,47,5.7,98,4.2,106,7.2,270,207,4.6,33,3.4,72,4.1,57,5.1,34,4,11,2.5,0,0,7,2,29,3.5,79,3.4,85,5.8
2014,Yes,9,15,2,40,13,6,4,14,10,3,8,16.3,2,3.2,5,3.8,6,6.3,5,7.7,1,4.8,0,0,0,0,3,4.4,5,4.5,10,5.5,18,31,9.5,4,6.5,9,6.8,13,13.5,3,4.6,1,4.8,0,0,0,0,2,2.9,9,8.2,19,10.5
2014,Yes,10,14,5,45,17,3,16,16,21,10,9,11.3,3,5.8,3,3.9,7,13.5,10,14.5,8,20,0,0,0,0,16,12.2,8,11.3,6,8,30,7,3.3,3,5.8,2,2.6,1,1.9,1,1.4,0,0,0,0,0,0,1,0.8,3,4.2,3,4
2014,Yes,15,19,10,41,15,7,0,42,4,5.5,5,11.9,2,10.5,1,3,3,10.3,1,4.8,1,7.7,0,-1,0,-1,1,1.5,1,11.1,6,17.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0
2014,No,73,124,27,113,68,29,78,104,15,4.5,17,20.7,3,3.5,7,5.6,5,5.7,7,11.5,10,18.2,0,0,0,0,29,9.8,1,2.7,2,3.2,32,10,3,3,3.5,2,1.6,3,3.4,1,1.6,1,1.8,0,0,0,0,4,1.3,1,2.7,4,6.3
2014,No,27,43,11,79,33,12,13,36,105,2.9,101,10.3,19,2.2,49,3.6,44,5,49,5.3,44,8.1,3,50,2,5.1,63,3.2,42,3.3,90,7.7,206,108,3,11,1.3,45,3.3,20,2.3,22,2.4,9,1.7,0,0,0,0,25,1.3,25,2,56,4.8
2014,No,28,47,11,67,27,8,15,80,55,2.9,33,7.2,9,1.6,21,2.8,18,4,23,6.4,18,8,0,0,0,0,60,3.5,6,3.4,17,4.7,88,36,1.9,10,1.8,13,1.8,6,1.3,5,1.4,1,0.4,0,0,0,0,17,1,4,2.3,10,2.7
2014,No,8,15,2,42,6,13,0,8,5,5.7,1,9.1,0,0,1,2.9,3,11.1,0,0,2,15.4,0,-1,0,0,1,11.1,0,0,1,2.8,6,9,10.2,4,30.8,4,11.8,0,0,0,0,1,7.7,0,-1,2,11.8,0,0,1,16.7,3,8.3
2014,No,2,4,0,0,2,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,3,13,0,0,2,28.6,1,12.5,0,0,0,0,0,-1,0,-1,0,-1,1,33.3,2,10
2014,No,14,25,4,50,20,5,0,44,31,2.4,33,13.8,6,1.4,13,2.6,13,4.6,20,9.7,12,10.3,0,-1,0,0,38,5,7,2.2,16,4.3,64,52,4,10,2.3,13,2.6,19,6.7,6,2.9,4,3.4,0,-1,2,6.9,13,1.7,7,2.2,25,6.7
2014,No,8,14,3,39,18,4,0,23,10,2.7,5,5.9,2,1.6,6,3.9,4,4.9,1,1.6,2,5.4,0,-1,0,0,3,1.6,2,3.6,10,5.2,15,16,4.3,4,3.1,6,3.9,4,4.9,1,1.6,2,5.4,0,-1,0,0,5,2.7,0,0,11,5.7
2014,No,4,6,1,14,8,3,0,26,5,6.5,2,11.8,1,5.9,1,3.7,0,0,4,23.5,1,6.3,0,-1,0,0,1,9.1,0,0,6,9.1,7,5,6.5,1,5.9,2,7.4,0,0,2,11.8,0,0,0,-1,0,0,1,9.1,0,0,4,6.1
2014,No,6,9,2,19,11,3,21,24,5,4.9,4,14.8,1,3.2,3,7,4,18.2,0,0,1,9.1,0,0,1,25,1,3.8,1,3.8,6,10,9,7,6.8,1,3.2,3,7,2,9.1,2,8.7,0,0,0,0,2,50,2,7.7,1,3.8,3,5
2014,No,9,16,3,35,31,6,0,17,9,3.2,6,10.5,2,2.9,4,3.9,1,1.2,5,8.1,4,17.4,0,-1,0,0,7,6.9,0,0,8,4.1,15,12,4.2,1,1.4,5,4.9,4,4.7,1,1.6,0,0,0,-1,0,0,3,3,0,0,9,4.6
2014,No,32,48,16,72,39,11,17,40,53,5.9,31,9.8,6,1.8,19,4.9,20,8.4,21,13,17,17.9,1,25,2,28.6,58,6.7,3,4.5,18,7,84,28,3.1,5,1.5,13,3.3,7,3,3,1.9,1,1.1,0,0,0,0,12,1.4,1,1.5,14,5.4
2014,No,5,7,3,155,27,3,0,7,3,7.9,0,0,0,0,0,0,1,9.1,2,11.1,1,10,0,-1,0,-1,1,5,0,0,2,6.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0
2014,No,25,37,14,64,28,5,0,78,36,4,25,6.7,4,1.6,11,2.9,14,4.8,16,7.5,17,12.8,0,-1,0,0,45,4.8,3,2.6,11,7.7,61,15,1.7,2,0.8,6,1.6,4,1.4,3,1.4,1,0.8,0,-1,0,0,9,1,3,2.6,3,2.1
2014,Yes,11,18,6,55,32,5,10,11,44,8.9,34,20.7,7,6.9,17,8.9,18,13.5,25,16.2,12,15,1,100,2,6.5,29,13.9,23,12.9,23,9.9,78,21,4.2,2,2,7,3.7,7,5.3,4,2.6,2,2.5,0,0,0,0,3,1.4,4,2.2,12,5.2
2014,No,9,16,3,42,14,4,6,15,17,2.7,16,11.1,3,1.3,12,4.8,4,3.3,5,4.5,9,13.8,0,0,1,6.7,20,4.2,2,4.3,8,3.6,33,19,3,5,2.1,10,4,1,0.8,2,1.8,0,0,0,0,0,0,6,1.3,1,2.1,11,4.9
2014,No,7,11,3,50,18,4,11,9,5,2.1,6,8.5,1,1.7,4,4,3,3.8,1,2.3,2,7.4,1,20,0,0,6,5.3,1,2.9,4,2.9,11,14,6,1,1.7,7,7.1,2,2.6,2,4.7,1,3.7,1,20,1,11.1,1,0.9,1,2.9,9,6.6
2014,No,19,31,9,42,23,5,0,82,7,1.9,7,6.3,1,0.7,4,2.6,3,4.4,2,3.4,4,9.1,0,-1,0,0,9,2.4,1,6.7,3,4,14,6,1.6,0,0,3,1.9,1,1.5,1,1.7,1,2.3,0,-1,0,0,3,0.8,1,6.7,3,4
2014,No,9,16,3,42,13,5,0,18,14,3.6,7,9.2,4,2.9,5,3.3,5,5.8,6,10,2,6.1,0,-1,0,0,4,1.7,3,13.6,13,6.9,21,24,6.1,6,4.3,10,6.6,8,9.3,0,0,0,0,0,-1,1,16.7,9,3.8,0,0,13,6.9
2014,No,2,3,1,0,4,1,2,0,1,9.1,0,0,0,0,0,0,1,25,0,0,0,-1,0,0,0,-1,0,-1,0,0,1,9.1,1,2,18.2,0,0,1,16.7,0,0,1,50,0,-1,0,0,0,-1,0,-1,1,100,1,9.1
2014,No,6,10,1,39,8,4,9,11,2,2.6,0,0,0,0,0,0,0,0,2,12.5,0,0,0,0,0,0,1,3.8,0,0,1,2.1,2,6,7.7,2,13.3,2,6.7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,10.6
2014,Yes,19,33,4,52,24,12,19,21,15,3.9,8,15.4,4,4,8,5.3,2,2.5,7,9,2,7.1,0,0,0,0,3,3,4,2.8,16,10.1,23,31,8,4,4,14,9.3,6,7.4,6,7.7,1,3.6,0,0,0,0,2,2,6,4.2,22,13.8
2014,No,4,6,1,62,22,2,0,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2014,Yes,17,26,8,57,33,4,0,50,90,9.7,61,19.4,13,5.7,32,8.7,35,13.2,36,16.7,35,21.6,0,-1,1,8.3,78,14.2,42,9.5,26,13.4,151,21,2.3,6,2.6,8,2.2,3,1.1,4,1.9,1,0.6,0,-1,0,0,5,0.9,9,2,5,2.6
2014,Yes,8,14,2,22,9,4,18,10,11,9.3,2,13.3,1,4.2,5,10,2,7.4,2,9.5,2,18.2,1,3.8,0,-1,1,14.3,8,11.3,2,7.4,13,6,5.1,1,4.2,2,4,2,7.4,0,0,1,9.1,0,0,0,-1,0,0,6,8.5,0,0
2014,Yes,20,33,8,50,43,6,2,85,143,5.4,104,14.6,19,2.9,48,4.5,57,8.1,57,10.3,65,17.3,0,0,5,5.4,110,9.1,84,6.6,33,5.3,247,79,3,18,2.7,24,2.2,16,2.3,13,2.4,8,2.1,0,0,0,0,24,2,30,2.4,20,3.2
2014,No,16,26,7,48,21,5,9,38,35,3.4,30,10.8,7,1.9,12,3.1,12,5.1,23,11.5,11,9.2,0,0,0,0,42,5,2,1.6,19,6.5,65,45,4.3,7,1.9,19,4.8,10,4.2,6,3,4,3.3,0,0,1,5.9,13,1.6,6,4.7,25,8.5
2014,No,3,5,1,78,0,2,4,0,0,0,1,25,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,5.9,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,-1,1,10
2014,No,10,17,3,42,26,5,0,29,25,3.1,20,14.6,6,2.2,11,3.6,14,7.7,7,5.6,8,11,0,-1,0,0,15,3.1,4,5.3,25,7,45,26,3.2,4,1.5,14,4.6,4,2.2,3,2.4,1,1.4,0,-1,0,0,4,0.8,4,5.3,14,3.9
2014,No,10,16,3,32,11,7,7,18,11,4.4,10,19.2,2,3,6,5.8,7,11.7,4,7.8,3,13,3,16.7,0,0,2,2.7,0,0,14,9.2,21,29,11.6,2,3,12,11.7,9,15,6,11.8,0,0,0,0,0,0,3,4.1,4,13.3,20,13.2
2014,No,7,13,1,23,14,6,3,8,13,6,7,33.3,2,6.7,5,6.2,5,8.9,5,10.6,3,12,0,0,0,0,1,7.7,1,2.1,17,10.6,20,35,16.1,5,16.7,16,19.8,6,10.7,6,12.8,3,12,0,0,0,0,2,15.4,4,8.3,25,15.6
2014,No,11,18,5,56,28,4,27,30,45,4.7,29,11.3,5,1.9,18,5.3,21,8.7,19,8.1,11,8,0,0,0,0,28,4.5,18,10.3,27,7.6,74,31,3.2,2,0.8,12,3.6,7,2.9,7,3,2,1.4,0,0,0,0,7,1.1,5,2.9,15,4.2
2014,Yes,10,17,3,37,23,5,0,37,3,4.1,1,6.3,0,0,1,4.2,2,9.1,1,6.3,0,0,0,-1,0,0,1,5.6,2,7.7,1,2.7,4,3,4.1,1,7.1,2,8.3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,3,8.1
2014,No,19,32,7,50,15,7,13,37,22,3.6,12,8.4,4,1.7,8,3.7,6,5.5,8,6.3,9,12.9,0,0,0,-1,21,3.9,1,3.6,11,6.4,34,16,2.6,2,0.8,7,3.3,5,4.6,1,0.8,1,1.4,0,0,0,-1,6,1.1,1,3.6,9,5.2
2014,No,4,5,3,106,5,2,8,0,2,11.8,0,0,0,0,0,0,1,10,1,16.7,0,0,1,25,0,-1,0,0,0,0,1,9.1,2,3,17.6,0,0,0,0,1,10,2,33.3,0,0,2,50,0,-1,0,0,0,0,1,9.1
2014,No,14,23,6,49,22,6,0,29,16,2.7,17,10.6,3,1.4,9,4,4,2.7,8,7.5,9,14.5,0,-1,0,0,10,2.3,0,0,22,8.8,33,14,2.3,5,2.3,6,2.7,2,1.3,1,0.9,0,0,0,-1,0,0,2,0.5,0,0,11,4.4
2014,No,20,34,7,63,22,9,4,59,128,3.5,97,12,22,2,49,3.4,60,6.7,58,9.1,37,12.2,0,0,2,2.7,82,5.1,73,4.3,62,7,225,144,4,34,3,58,4,27,3,18,2.8,7,2.3,0,0,0,0,32,2,50,2.9,53,6
2014,No,5,9,1,53,11,3,0,3,3,3,3,18.8,0,0,1,2.1,3,10.7,1,9.1,1,11.1,0,-1,0,0,1,8.3,0,0,4,6.3,6,19,19,2,10,13,27.1,2,7.1,0,0,1,11.1,0,-1,0,0,1,8.3,4,12.5,12,19
2014,No,4,5,2,89,11,2,0,14,1,7.1,2,40,1,14.3,1,33.3,1,33.3,1,25,0,0,0,-1,0,0,1,20,0,0,2,18.2,3,2,14.3,1,14.3,0,0,0,0,0,0,1,50,0,-1,0,0,1,20,0,0,1,9.1
2014,No,13,21,5,40,16,6,5,20,19,2.6,11,5.9,3,1.3,7,2.5,9,5.1,7,5.1,5,6.1,0,0,1,5.9,20,3.8,2,2.3,7,2.7,30,22,3,5,2.2,5,1.8,8,4.6,3,2.2,0,0,0,0,1,5.9,6,1.1,4,4.5,11,4.3
2014,Yes,7,12,3,43,11,5,7,7,14,3.9,14,18.9,4,6.1,8,6,6,5.5,7,7.7,4,11.1,0,0,0,0,5,5.5,5,7.7,17,7.6,28,31,8.5,5,7.6,9,6.7,10,9.1,7,7.7,1,2.8,0,0,0,0,1,1.1,2,3.1,24,10.8
2014,No,6,9,2,28,15,5,0,18,4,5.5,2,12.5,1,4.8,0,0,3,12.5,1,6.7,0,0,0,-1,0,0,1,6.7,0,0,5,7.5,6,3,4.1,0,0,3,14.3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,3
2014,No,4,8,1,34,17,2,5,10,4,2.2,5,15.6,1,1.6,1,1.7,1,2.6,5,12.2,1,7.7,0,0,0,0,4,4.2,4,9.3,1,1.6,9,3,1.6,0,0,2,3.3,0,0,1,2.4,0,0,0,0,0,0,1,1,0,0,2,3.1
2014,No,2,3,1,47,5,1,0,0,1,12.5,0,0,0,-1,0,0,1,33.3,0,0,0,-1,0,-1,0,-1,0,0,0,0,1,20,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0
2015,No,16,27,7,41,20,6,0,52,14,2.7,10,7.1,5,2.5,5,2.5,8,7.1,3,3.6,4,6.1,0,-1,0,0,12,2.8,1,3.6,11,6.5,24,15,2.9,6,3,5,2.5,3,2.7,1,1.2,1,1.5,0,-1,0,0,11,2.5,0,0,3,1.8
2015,No,4,6,2,20,5,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.5,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,12.5
2015,No,12,21,3,54,16,7,23,11,40,6.7,20,20.6,5,3.4,20,8.5,13,9.3,16,14.2,7,11.7,6,12.2,1,6.3,8,6.5,23,9.2,22,9.1,60,55,9.2,9,6.2,19,8.1,18,12.9,6,5.3,3,5,5,10.2,1,6.3,7,5.6,19,7.6,22,9.1
2015,No,11,18,4,38,13,6,0,15,9,4.1,4,7.4,1,1.4,4,4.8,2,5.1,4,8.2,3,12,0,-1,0,0,5,3.6,1,5.3,7,6.8,13,5,2.3,0,0,3,3.6,1,2.6,1,2,0,0,0,-1,0,0,1,0.7,0,0,4,3.9
2015,Yes,15,28,3,47,19,11,12,19,156,3.5,94,17.8,31,3.1,69,4,56,5.4,51,6.2,43,10.5,1,5.9,6,1.9,56,6.3,74,3.4,104,7.3,250,198,4.4,36,3.6,71,4.2,49,4.7,33,4,9,2.2,1,5.9,5,1.6,23,2.6,63,2.9,95,6.6
2015,Yes,8,14,2,35,13,6,10,12,10,3.1,5,9.3,2,2.4,2,1.6,4,4.7,3,4.9,4,19,1,33.3,0,0,2,3.3,3,2.6,8,4.3,15,45,13.9,12,14.5,22,17.3,7,8.1,2,3.3,1,4.8,0,0,1,33.3,3,4.9,10,8.7,29,15.5
2015,Yes,9,14,4,33,19,4,16,8,11,5.3,5,7.6,1,1.9,5,6.3,1,2,6,12,3,7.5,0,0,0,0,5,5.1,3,3.8,6,7,16,11,5.3,1,1.9,5,6.3,1,2,2,4,1,2.5,0,0,0,0,3,3.1,1,1.3,6,7
2015,Yes,13,22,5,33,21,7,0,16,3,3.5,2,10.5,1,5.3,0,0,1,5,2,11.8,0,0,0,-1,0,-1,1,1.9,2,15.4,2,5.7,5,5,5.9,0,0,3,8.6,0,0,1,5.9,1,7.7,0,-1,0,-1,1,1.9,1,7.7,3,8.6
2015,No,63,101,30,100,81,19,0,74,10,3.7,9,9.9,1,1.5,6,4.5,5,6.3,3,6.3,4,10.8,0,-1,0,0,17,6.4,0,0,1,2.4,19,4,1.5,0,0,2,1.5,2,2.5,1,2.1,0,0,0,-1,0,0,3,1.1,0,0,1,2.4
2015,No,27,44,11,78,36,11,9,28,93,2.5,103,10.3,22,2.4,61,4.4,40,4.2,47,5.6,25,4.4,0,0,0,0,57,2.9,42,2.9,95,8.6,196,98,2.7,20,2.2,36,2.6,18,1.9,14,1.7,10,1.8,0,0,1,1.9,17,0.9,19,1.3,60,5.4
2015,No,31,51,11,74,27,9,0,68,52,2.5,37,7.4,11,1.7,23,2.6,15,3.3,21,5.4,18,8.2,0,-1,0,0,56,2.9,3,1.6,27,6.7,89,38,1.8,9,1.4,15,1.7,7,1.5,7,1.8,1,0.5,0,-1,0,0,18,0.9,2,1.1,18,4.4
2015,No,10,19,2,53,11,14,37,9,8,7.1,4,44.4,0,0,4,8.3,2,8.7,3,11.5,3,27.3,0,0,1,4.8,2,16.7,0,0,5,12.2,12,2,1.8,0,0,1,2.1,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,No,3,5,1,106,6,2,0,0,1,2.9,0,0,0,0,1,6.7,0,0,0,0,0,0,0,-1,1,33.3,1,11.1,0,0,0,0,1,3,8.6,1,11.1,1,6.7,0,0,1,11.1,0,0,0,-1,0,0,0,0,0,0,3,15
2015,No,14,25,4,51,20,5,18,43,25,1.9,32,13.5,6,1.4,14,2.7,9,3.4,14,7.2,14,12,0,0,0,0,31,4.1,6,1.9,17,4.9,57,56,4.3,11,2.6,25,4.8,11,4.1,6,3.1,3,2.6,0,0,0,0,15,2,16,5,22,6.4
2015,Yes,12,18,5,42,17,8,8,16,103,21.3,82,54.7,26,21.3,74,31,54,39.7,25,25.3,8,21.6,0,0,0,0,5,2.5,3,5.6,173,48.6,185,21,4.3,2,1.6,12,5,4,2.9,0,0,2,5.4,0,0,0,0,3,1.5,1,1.9,16,4.5
2015,No,5,8,2,29,14,3,0,18,7,7.1,5,19.2,0,0,3,10.7,5,19.2,3,13,0,0,0,-1,0,0,0,0,2,11.8,9,12.3,12,5,5.1,2,6.3,2,7.1,0,0,1,4.3,0,0,0,-1,0,0,0,0,0,0,4,5.5
2015,No,7,11,2,33,15,3,5,16,3,2.3,2,7.7,1,2.6,0,0,1,3,1,5,1,6.3,0,0,0,0,2,4.4,0,0,1,1.6,5,10,7.8,2,5.1,3,6.5,1,3,1,5,2,12.5,0,0,0,0,2,4.4,2,5.7,5,8.2
2015,Yes,9,16,3,44,13,6,0,23,8,2.8,11,19.6,2,2.4,5,4.3,3,4.6,6,11.3,2,8.7,0,-1,0,0,4,3.1,0,0,14,7.6,19,16,5.6,4,4.8,9,7.7,1,1.5,0,0,1,4.3,0,-1,0,0,5,3.9,0,0,10,5.4
2015,No,29,45,14,67,34,10,37,13,50,5.9,33,12.3,5,1.7,23,6.2,29,13.9,11,7.4,15,15.3,0,0,0,0,51,6.3,6,10,25,11.1,83,39,4.6,6,2.1,13,3.5,12,5.7,5,3.4,3,3.1,0,0,1,33.3,18,2.2,3,5,17,7.6
2015,No,4,7,2,105,26,3,0,7,5,13.5,1,11.1,3,30,1,10,1,11.1,1,10,1,14.3,0,-1,0,-1,1,7.1,1,25,4,14.8,6,1,2.7,0,0,0,0,0,0,1,10,0,0,0,-1,0,-1,0,0,0,0,1,3.7
2015,No,24,36,13,60,25,5,24,60,34,3.9,29,8.8,7,2.8,17,4.4,12,5.2,18,8.5,10,8.7,0,0,0,0,32,3.6,4,3.8,22,16.1,63,14,1.6,6,2.4,3,0.8,3,1.3,1,0.5,0,0,0,0,0,0,9,1,0,0,4,2.9
